company_name,cik,source_record_id,address_street,address_city,address_state,address_zip,address_country,source_name,website_url,contact_name,contact_email,phone,notes,company_status,stage,one_liner,source_file
Accurate Environmental Labs - Stillwater,,TNI01938,,Stillwater,Oklahoma,,,env_labs,,,,,,,,,env_labs_standardized.csv
Accurate Environmental Labs - Tulsa,,TNI02539,,Stillwater,Oklahoma,,,env_labs,,,,,,,,,env_labs_standardized.csv
ACCUSTAR LABS,,TNI02980,,HARRISBURG,Pennsylvania,,,env_labs,,,,,,,,,env_labs_standardized.csv
ACCUSTAR LABS,,TNI01776,,WARD HILL,Massachusetts,,,env_labs,,,,,,,,,env_labs_standardized.csv
"Ackuritlabs, Inc.",,TNI00248,,Tallahassee,Florida,,,env_labs,,,,,,,,,env_labs_standardized.csv
"ACZ Laboratories, Inc.",,TNI01951,,Steamboat Springs,Colorado,,,env_labs,,,,,,,,,env_labs_standardized.csv
ADIRONDACK ENVIRONMENTAL SERVICES INC,,TNI01595,,ALBANY,New York,,,env_labs,,,,,,,,,env_labs_standardized.csv
"Advanced Analysis, Inc.",,TNI00175,,Lubbock,Texas,,,env_labs,,,,,,,,,env_labs_standardized.csv
"Advanced Analytical Laboratories, LLC",,TNI00143,,Whitehouse,Texas,,,env_labs,,,,,,,,,env_labs_standardized.csv
ADVANCED ANALYTICAL TECHNOLOGIES,,TNI01758,,PEARL RIVER,New York,,,env_labs,,,,,,,,,env_labs_standardized.csv
"Advanced Environmental Laboratories, Inc.",,TNI00252,,Jacksonville,Florida,,,env_labs,,,,,,,,,env_labs_standardized.csv
"Advanced Environmental Laboratories, Inc. - Fort Myers",,TNI00552,,Fort Myers,Florida,,,env_labs,,,,,,,,,env_labs_standardized.csv
"Advanced Environmental Laboratories, Inc. - Gainesville",,TNI00253,,Gainesville,Florida,,,env_labs,,,,,,,,,env_labs_standardized.csv
"Advanced Environmental Laboratories, Inc. - Lake Placid",,TNI02827,,Lake Placid,Florida,,,env_labs,,,,,,,,,env_labs_standardized.csv
"Advanced Environmental Laboratories, Inc. - Lake Placid",,TNI02829,,Lake Placid,Florida,,,env_labs,,,,,,,,,env_labs_standardized.csv
"Advanced Environmental Laboratories, Inc. - Lake Placid",,TNI02831,,Lake Placid,Florida,,,env_labs,,,,,,,,,env_labs_standardized.csv
"Advanced Environmental Laboratories, Inc. - Lake Placid",,TNI02834,,Lake Placid,Florida,,,env_labs,,,,,,,,,env_labs_standardized.csv
"Advanced Environmental Laboratories, Inc. - Lake Placid",,TNI02838,,Lake Placid,Florida,,,env_labs,,,,,,,,,env_labs_standardized.csv
"Advanced Environmental Laboratories, Inc. - Lake Placid",,TNI02842,,Lake Placid,Florida,,,env_labs,,,,,,,,,env_labs_standardized.csv
"Advanced Environmental Laboratories, Inc. - Lake Placid",,TNI02846,,Lake Placid,Florida,,,env_labs,,,,,,,,,env_labs_standardized.csv
"Advanced Environmental Laboratories, Inc. - Lake Placid",,TNI02849,,Lake Placid,Florida,,,env_labs,,,,,,,,,env_labs_standardized.csv
"Advanced Environmental Laboratories, Inc. - Lake Placid",,TNI02853,,Lake Placid,Florida,,,env_labs,,,,,,,,,env_labs_standardized.csv
"Advanced Environmental Laboratories, Inc. - Lake Placid",,TNI02856,,Lake Placid,Florida,,,env_labs,,,,,,,,,env_labs_standardized.csv
"Advanced Environmental Laboratories, Inc. - Lake Placid",,TNI02859,,Lake Placid,Florida,,,env_labs,,,,,,,,,env_labs_standardized.csv
"Advanced Environmental Laboratories, Inc. - Lake Placid",,TNI02863,,Lake Placid,Florida,,,env_labs,,,,,,,,,env_labs_standardized.csv
"Advanced Environmental Laboratories, Inc. - Lake Placid",,TNI02867,,Lake Placid,Florida,,,env_labs,,,,,,,,,env_labs_standardized.csv
"Advanced Environmental Laboratories, Inc. - Lake Placid",,TNI02873,,Lake Placid,Florida,,,env_labs,,,,,,,,,env_labs_standardized.csv
"Advanced Environmental Laboratories, Inc. - Lake Placid",,TNI02878,,Lake Placid,Florida,,,env_labs,,,,,,,,,env_labs_standardized.csv
"Advanced Environmental Laboratories, Inc. - Lake Placid",,TNI02882,,Lake Placid,Florida,,,env_labs,,,,,,,,,env_labs_standardized.csv
"Advanced Environmental Laboratories, Inc. - Lake Placid",,TNI02885,,Lake Placid,Florida,,,env_labs,,,,,,,,,env_labs_standardized.csv
"Advanced Environmental Laboratories, Inc. - Lake Placid",,TNI02893,,Lake Placid,Florida,,,env_labs,,,,,,,,,env_labs_standardized.csv
"Advanced Environmental Laboratories, Inc. - Lake Placid",,TNI02898,,Lake Placid,Florida,,,env_labs,,,,,,,,,env_labs_standardized.csv
"Advanced Environmental Laboratories, Inc. - Lake Placid",,TNI02904,,Lake Placid,Florida,,,env_labs,,,,,,,,,env_labs_standardized.csv
"Advanced Environmental Laboratories, Inc. - Lake Placid",,TNI02908,,Lake Placid,Florida,,,env_labs,,,,,,,,,env_labs_standardized.csv
"Advanced Environmental Laboratories, Inc. - Lake Placid",,TNI02912,,Lake Placid,Florida,,,env_labs,,,,,,,,,env_labs_standardized.csv
"Advanced Environmental Laboratories, Inc. - Lake Placid",,TNI02916,,Lake Placid,Florida,,,env_labs,,,,,,,,,env_labs_standardized.csv
"Advanced Environmental Laboratories, Inc. - Lake Placid",,TNI02921,,Lake Placid,Florida,,,env_labs,,,,,,,,,env_labs_standardized.csv
"Advanced Environmental Laboratories, Inc. - Lake Placid",,TNI02927,,Lake Placid,Florida,,,env_labs,,,,,,,,,env_labs_standardized.csv
"Advanced Environmental Laboratories, Inc. - Lake Placid",,TNI02933,,Lake Placid,Florida,,,env_labs,,,,,,,,,env_labs_standardized.csv
"Advanced Environmental Laboratories, Inc. - Lake Placid",,TNI02938,,Lake Placid,Florida,,,env_labs,,,,,,,,,env_labs_standardized.csv
"Advanced Environmental Laboratories, Inc. - Lake Placid",,TNI02944,,Lake Placid,Florida,,,env_labs,,,,,,,,,env_labs_standardized.csv
"Advanced Environmental Laboratories, Inc. - Lake Placid",,TNI02949,,Lake Placid,Florida,,,env_labs,,,,,,,,,env_labs_standardized.csv
"Advanced Environmental Laboratories, Inc. - Lake Placid",,TNI02955,,Lake Placid,Florida,,,env_labs,,,,,,,,,env_labs_standardized.csv
"Advanced Environmental Laboratories, Inc. - Lake Placid",,TNI02961,,Lake Placid,Florida,,,env_labs,,,,,,,,,env_labs_standardized.csv
"Advanced Environmental Laboratories, Inc. - Lake Placid",,TNI02964,,Lake Placid,Florida,,,env_labs,,,,,,,,,env_labs_standardized.csv
"Advanced Environmental Laboratories, Inc. - Lake Placid",,TNI02975,,Lake Placid,Florida,,,env_labs,,,,,,,,,env_labs_standardized.csv
"Advanced Environmental Laboratories, Inc. - Lake Placid",,TNI02985,,Lake Placid,Florida,,,env_labs,,,,,,,,,env_labs_standardized.csv
"Advanced Environmental Laboratories, Inc. - Lake Placid",,TNI02992,,Lake Placid,Florida,,,env_labs,,,,,,,,,env_labs_standardized.csv
"Advanced Environmental Laboratories, Inc. - Lake Placid",,TNI02999,,Lake Placid,Florida,,,env_labs,,,,,,,,,env_labs_standardized.csv
"Advanced Environmental Laboratories, Inc. - Lake Placid",,TNI03008,,Lake Placid,Florida,,,env_labs,,,,,,,,,env_labs_standardized.csv
"Advanced Environmental Laboratories, Inc. - Lake Placid",,TNI03018,,Lake Placid,Florida,,,env_labs,,,,,,,,,env_labs_standardized.csv
"Advanced Environmental Laboratories, Inc. - Lake Placid",,TNI03029,,Lake Placid,Florida,,,env_labs,,,,,,,,,env_labs_standardized.csv
"Advanced Environmental Laboratories, Inc. - Lake Placid",,TNI03037,,Lake Placid,Florida,,,env_labs,,,,,,,,,env_labs_standardized.csv
"Advanced Environmental Laboratories, Inc. - Lake Placid",,TNI03044,,Lake Placid,Florida,,,env_labs,,,,,,,,,env_labs_standardized.csv
"Advanced Environmental Laboratories, Inc. - Lake Placid",,TNI03051,,Lake Placid,Florida,,,env_labs,,,,,,,,,env_labs_standardized.csv
"Advanced Environmental Laboratories, Inc. - Lake Placid",,TNI03059,,Lake Placid,Florida,,,env_labs,,,,,,,,,env_labs_standardized.csv
"Advanced Environmental Laboratories, Inc. - Lake Placid",,TNI03069,,Lake Placid,Florida,,,env_labs,,,,,,,,,env_labs_standardized.csv
"Advanced Environmental Laboratories, Inc. - Lake Placid",,TNI03077,,Lake Placid,Florida,,,env_labs,,,,,,,,,env_labs_standardized.csv
"Advanced Environmental Laboratories, Inc. - Lake Placid",,TNI03089,,Lake Placid,Florida,,,env_labs,,,,,,,,,env_labs_standardized.csv
"Advanced Environmental Laboratories, Inc. - Lake Placid",,TNI03097,,Lake Placid,Florida,,,env_labs,,,,,,,,,env_labs_standardized.csv
"Advanced Environmental Laboratories, Inc. - Lake Placid",,TNI03106,,Lake Placid,Florida,,,env_labs,,,,,,,,,env_labs_standardized.csv
"Advanced Environmental Laboratories, Inc. - Lake Placid",,TNI03114,,Lake Placid,Florida,,,env_labs,,,,,,,,,env_labs_standardized.csv
"Advanced Environmental Laboratories, Inc. - Lake Placid",,TNI03122,,Lake Placid,Florida,,,env_labs,,,,,,,,,env_labs_standardized.csv
"Advanced Environmental Laboratories, Inc. - Miami",,TNI00254,,Miramar,Florida,,,env_labs,,,,,,,,,env_labs_standardized.csv
"Advanced Environmental Laboratories, Inc. - Orlando",,TNI00255,,Altamonte Springs,Florida,,,env_labs,,,,,,,,,env_labs_standardized.csv
"Advanced Environmental Laboratories, Inc. - Tallahassee",,TNI02195,,Tallahassee,Florida,,,env_labs,,,,,,,,,env_labs_standardized.csv
"Advanced Environmental Laboratories, Inc. - Tampa",,TNI00256,,Tampa,Florida,,,env_labs,,,,,,,,,env_labs_standardized.csv
Advanced Technology Laboratories,,TNI01202,,Signal Hill,California,,,env_labs,,,,,,,,,env_labs_standardized.csv
AG Environmental RSC LLC (DBA Sullivan County Labs),,TNI02607,,Ferndale,New York,,,env_labs,,,,,,,,,env_labs_standardized.csv
AG ENVIRONMENTAL RSC LLC DBA SULLIVAN COUNTY LABS,,TNI02520,,FERNDALE,New York,,,env_labs,,,,,,,,,env_labs_standardized.csv
AGAT LABORATORIES - CALGARY - 2420,,TNI03017,,Calgary,Alberta,,,env_labs,,,,,,,,,env_labs_standardized.csv
AGAT LABORATORIES - CALGARY - 2420,,TNI03028,,Calgary,Alberta,,,env_labs,,,,,,,,,env_labs_standardized.csv
AGAT LABORATORIES - CALGARY - 2420,,TNI03036,,Calgary,Alberta,,,env_labs,,,,,,,,,env_labs_standardized.csv
AGAT LABORATORIES - CALGARY - 2420,,TNI03043,,Calgary,Alberta,,,env_labs,,,,,,,,,env_labs_standardized.csv
AGAT LABORATORIES - CALGARY - 2420,,TNI03050,,Calgary,Alberta,,,env_labs,,,,,,,,,env_labs_standardized.csv
AGAT LABORATORIES - CALGARY - 2420,,TNI03058,,Calgary,Alberta,,,env_labs,,,,,,,,,env_labs_standardized.csv
AGAT LABORATORIES - CALGARY - 2420,,TNI03068,,Calgary,Alberta,,,env_labs,,,,,,,,,env_labs_standardized.csv
AGAT LABORATORIES - CALGARY - 2420,,TNI03076,,Calgary,Alberta,,,env_labs,,,,,,,,,env_labs_standardized.csv
AGAT LABORATORIES - CALGARY - 2420,,TNI03088,,Calgary,Alberta,,,env_labs,,,,,,,,,env_labs_standardized.csv
AGAT LABORATORIES - CALGARY - 2420,,TNI03096,,Calgary,Alberta,,,env_labs,,,,,,,,,env_labs_standardized.csv
AGAT LABORATORIES - CALGARY - 2420,,TNI03105,,Calgary,Alberta,,,env_labs,,,,,,,,,env_labs_standardized.csv
AGAT LABORATORIES - CALGARY - 2420,,TNI03113,,Calgary,Alberta,,,env_labs,,,,,,,,,env_labs_standardized.csv
AGAT LABORATORIES - CALGARY - 2420,,TNI03121,,Calgary,Alberta,,,env_labs,,,,,,,,,env_labs_standardized.csv
AGAT LABORATORIES INC,,TNI02519,,ST-LAURENT,Not Applicable,,,env_labs,,,,,,,,,env_labs_standardized.csv
AGQ USA,,TNI02648,,Oxnard,California,,,env_labs,,,,,,,,,env_labs_standardized.csv
AIR CHEK,,TNI01701,,MILLS RIVER,North Carolina,,,env_labs,,,,,,,,,env_labs_standardized.csv
"Air Hygiene International, Inc.",,TNI02280,,Broken Arrow,Oklahoma,,,env_labs,,,,,,,,,env_labs_standardized.csv
Air Technology Laboratories Inc,,TNI00258,,City of Industry,California,,,env_labs,,,,,,,,,env_labs_standardized.csv
AIRNOVA INC,,TNI01274,,PENNSAUKEN,New Jersey,,,env_labs,,,,,,,,,env_labs_standardized.csv
AKRON (V) SEWAGE PLANT,,TNI01589,,AKRON,New York,,,env_labs,,,,,,,,,env_labs_standardized.csv
Alabama Power Company General Testing Laboratory,,TNI02392,,Calera,Alabama,,,env_labs,,,,,,,,,env_labs_standardized.csv
"Alamo Analytical Laboratories, Ltd.",,TNI00144,,San Antonio,Texas,,,env_labs,,,,,,,,,env_labs_standardized.csv
"Alamo Analytical Laboratories, Ltd. - El Paso",,TNI02256,,El Paso,Texas,,,env_labs,,,,,,,,,env_labs_standardized.csv
ALBANY COUNTY WATER PURIFICATION DISTRICT,,TNI01453,,MENANDS,New York,,,env_labs,,,,,,,,,env_labs_standardized.csv
ALBANY WATER QUALITY LAB,,TNI01433,,SELKIRK,New York,,,env_labs,,,,,,,,,env_labs_standardized.csv
Albert Lea Wastewater Treatment Plant,,TNI01098,,Albert Lea,Minnesota,,,env_labs,,,,,,,,,env_labs_standardized.csv
ALBION (V) WATER PLANT,,TNI01698,,WATERPORT,New York,,,env_labs,,,,,,,,,env_labs_standardized.csv
Albion Environmental,,TNI00050,,Bryan,Texas,,,env_labs,,,,,,,,,env_labs_standardized.csv
"Alexin Analytical Laboratories, Inc.",,TNI00196,,Tigard,Oregon,,,env_labs,,,,,,,,,env_labs_standardized.csv
ALLAB INC,,TNI02836,,BROOKLYN,New York,,,env_labs,,,,,,,,,env_labs_standardized.csv
ALLEGANY COUNTY COMMUNITY ENVIRONMENTAL LABORATORY,,TNI02587,,BELMONT,New York,,,env_labs,,,,,,,,,env_labs_standardized.csv
Alliance Source Testing LLC - Mobile Unit,,TNI02595,,Decatur,Alabama,,,env_labs,,,,,,,,,env_labs_standardized.csv
Alliance Technical Group,,TNI02400,,Decatur,Alabama,,,env_labs,,,,,,,,,env_labs_standardized.csv
Alliance Technical Group,,TNI00203,,Tigard,Oregon,,,env_labs,,,,,,,,,env_labs_standardized.csv
"Alliance Technical Group - Carrollton, Texas",,TNI00167,,Carrollton,Texas,,,env_labs,,,,,,,,,env_labs_standardized.csv
Alliance Technical Group - Greenville,,TNI00551,,Greenville,South Carolina,,,env_labs,,,,,,,,,env_labs_standardized.csv
"ALLIANCE TECHNICAL GROUP, LLC",,TNI01322,,WILMINGTON,North Carolina,,,env_labs,,,,,,,,,env_labs_standardized.csv
"ALLIANCE TECHNICAL GROUP, LLC - NEWARK",,TNI01285,,MOUNTAINSIDE,New Jersey,,,env_labs,,,,,,,,,env_labs_standardized.csv
"Alliance Technical Group, LLC - Seattle",,TNI02227,,Seattle,Washington,,,env_labs,,,,,,,,,env_labs_standardized.csv
"Alliance Technical Group, LLC DBA Interpoll Laboratories",,TNI01088,,Circle Pines,Minnesota,,,env_labs,,,,,,,,,env_labs_standardized.csv
"Alliance Technical Group, LLC-Akron",,TNI00583,,Cuyahoga Falls,Ohio,,,env_labs,,,,,,,,,env_labs_standardized.csv
"Alpha Analytical, Inc.",,TNI00197,,Sparks,Nevada,,,env_labs,,,,,,,,,env_labs_standardized.csv
ALPHA LABS LLC,,TNI01800,,LONG ISLAND CITY,New York,,,env_labs,,,,,,,,,env_labs_standardized.csv
ALS Environmental,,TNI01683,,Cincinnati,Ohio,,,env_labs,,,,,,,,,env_labs_standardized.csv
ALS Environmental,,TNI02019,,Holland,Michigan,,,env_labs,,,,,,,,,env_labs_standardized.csv
ALS Environmental - Irvine,,TNI02924,,Irvine,California,,,env_labs,,,,,,,,,env_labs_standardized.csv
ALS Environmental - Irvine,,TNI02930,,Irvine,California,,,env_labs,,,,,,,,,env_labs_standardized.csv
ALS Environmental - Jacksonville,,TNI00369,,Jacksonville,Florida,,,env_labs,,,,,,,,,env_labs_standardized.csv
ALS Environmental - Middletown,,TNI02116,,Middletown,Pennsylvania,,,env_labs,,,,,,,,,env_labs_standardized.csv
ALS ENVIRONMENTAL - NEWTOWN,,TNI01756,,NEWTOWN,Connecticut,,,env_labs,,,,,,,,,env_labs_standardized.csv
ALS ENVIRONMENTAL - QUEENS,,TNI02476,,RICHMOND HILL,New York,,,env_labs,,,,,,,,,env_labs_standardized.csv
ALS ENVIRONMENTAL - ROCHESTER,,TNI01454,,ROCHESTER,New York,,,env_labs,,,,,,,,,env_labs_standardized.csv
ALS Environmental - Simi Valley,,TNI01213,,Simi Valley,California,,,env_labs,,,,,,,,,env_labs_standardized.csv
ALS ENVIRONMENTAL - STRATFORD,,TNI01615,,STRATFORD,Connecticut,,,env_labs,,,,,,,,,env_labs_standardized.csv
ALS ENVIRONMENTAL - TOMS RIVER,,TNI03009,,TOMS RIVER,New Jersey,,,env_labs,,,,,,,,,env_labs_standardized.csv
ALS Environmental - Valparaiso,,TNI02447,,Valparaiso,Indiana,,,env_labs,,,,,,,,,env_labs_standardized.csv
ALS Environmental Burlington - CANADA,,TNI01293,,Burlington,Ontario,,,env_labs,,,,,,,,,env_labs_standardized.csv
ALS Environmental Holland MI,,TNI02268,,Holland,Michigan,,,env_labs,,,,,,,,,env_labs_standardized.csv
"ALS Environmental, Kelso",,TNI00372,,Kelso,Washington,,,env_labs,,,,,,,,,env_labs_standardized.csv
"ALS Laboratory Group, Environmental Services Division (Houston, Texas)",,TNI00037,,Houston,Texas,,,env_labs,,,,,,,,,env_labs_standardized.csv
"Alternative Technologies, Inc.",,TNI02155,,Burnsville,Minnesota,,,env_labs,,,,,,,,,env_labs_standardized.csv
AMA ANALYTICAL SERVICES INC,,TNI01623,,LANHAM,Maryland,,,env_labs,,,,,,,,,env_labs_standardized.csv
"AMBIENT GROUP, INC.",,TNI01616,,NEW YORK,New York,,,env_labs,,,,,,,,,env_labs_standardized.csv
"AMERICA SCIENCE TEAM NEW YORK, INC",,TNI01708,,NEW YORK,New York,,,env_labs,,,,,,,,,env_labs_standardized.csv
AMERICAN ANALYTICAL LABORATORIES LLC.,,TNI01695,,FARMINGDALE,New York,,,env_labs,,,,,,,,,env_labs_standardized.csv
American Analytics Inc.,,TNI02232,,Chatsworth,California,,,env_labs,,,,,,,,,env_labs_standardized.csv
American Bottoms Regional Wastewater Treatment Facility,,TNI02020,,Sauget,Illinois,,,env_labs,,,,,,,,,env_labs_standardized.csv
American Electric Power Dolan Chemical Laboratory,,TNI02223,,Groveport,Ohio,,,env_labs,,,,,,,,,env_labs_standardized.csv
American Radiation Services (ARS),,TNI00266,,Port Allen,Louisiana,,,env_labs,,,,,,,,,env_labs_standardized.csv
"American Testing Technologies, Inc.",,TNI02164,,Akron,Ohio,,,env_labs,,,,,,,,,env_labs_standardized.csv
American Water Central Laboratory,,TNI02194,,Belleville,Illinois,,,env_labs,,,,,,,,,env_labs_standardized.csv
American West Analytical Laboratories,,TNI01955,,Salt Lake City,Utah,,,env_labs,,,,,,,,,env_labs_standardized.csv
AMERISCI RICHMOND,,TNI01636,,MIDLOTHIAN,Virginia,,,env_labs,,,,,,,,,env_labs_standardized.csv
AMHERST (T) WPCF,,TNI01426,,AMHERST,New York,,,env_labs,,,,,,,,,env_labs_standardized.csv
AMSTERDAM WATER TREATMENT,,TNI01604,,AMSTERDAM,New York,,,env_labs,,,,,,,,,env_labs_standardized.csv
"Analytical Environmental Laboratory, LLC",,TNI00068,,Tyler,Texas,,,env_labs,,,,,,,,,env_labs_standardized.csv
"Analytical Food Laboratories, Inc.",,TNI00182,,Grand Prairie,Texas,,,env_labs,,,,,,,,,env_labs_standardized.csv
"Analytical Laboratories, Inc.",,TNI02545,,Boise,Idaho,,,env_labs,,,,,,,,,env_labs_standardized.csv
Analytical Laboratory Group,,TNI00198,,Eugene,Oregon,,,env_labs,,,,,,,,,env_labs_standardized.csv
"Analytical Resources, LLC",,TNI00199,,Tukwila,Washington,,,env_labs,,,,,,,,,env_labs_standardized.csv
Analytical Services Corporation,,TNI00270,,Niceville,Florida,,,env_labs,,,,,,,,,env_labs_standardized.csv
"Analytical Services, Inc.",,TNI00273,,Williston,Vermont,,,env_labs,,,,,,,,,env_labs_standardized.csv
"Anatek Labs, Inc.",,TNI00274,,Moscow,Idaho,,,env_labs,,,,,,,,,env_labs_standardized.csv
"Anatek Labs, Inc. - Spokane",,TNI02364,,Spokane,Washington,,,env_labs,,,,,,,,,env_labs_standardized.csv
"Anatek Labs, Inc. - Yakima",,TNI02783,,Yakima,Washington,,,env_labs,,,,,,,,,env_labs_standardized.csv
"Anatek Labs, Inc. - Yakima",,TNI02858,,Yakima,Washington,,,env_labs,,,,,,,,,env_labs_standardized.csv
"Anatek Labs, Inc. - Yakima",,TNI02861,,Yakima,Washington,,,env_labs,,,,,,,,,env_labs_standardized.csv
"Anatek Labs, Inc. - Yakima",,TNI02865,,Yakima,Washington,,,env_labs,,,,,,,,,env_labs_standardized.csv
"Anatek Labs, Inc. - Yakima",,TNI02871,,Yakima,Washington,,,env_labs,,,,,,,,,env_labs_standardized.csv
"Anatek Labs, Inc. - Yakima",,TNI02876,,Yakima,Washington,,,env_labs,,,,,,,,,env_labs_standardized.csv
"Anatek Labs, Inc. - Yakima",,TNI02880,,Yakima,Washington,,,env_labs,,,,,,,,,env_labs_standardized.csv
"Anatek Labs, Inc. - Yakima",,TNI02884,,Yakima,Washington,,,env_labs,,,,,,,,,env_labs_standardized.csv
"Anatek Labs, Inc. - Yakima",,TNI02892,,Yakima,Washington,,,env_labs,,,,,,,,,env_labs_standardized.csv
"Anatek Labs, Inc. - Yakima",,TNI02897,,Yakima,Washington,,,env_labs,,,,,,,,,env_labs_standardized.csv
"Anatek Labs, Inc. - Yakima",,TNI02903,,Yakima,Washington,,,env_labs,,,,,,,,,env_labs_standardized.csv
"Anatek Labs, Inc. - Yakima",,TNI02907,,Yakima,Washington,,,env_labs,,,,,,,,,env_labs_standardized.csv
"Anatek Labs, Inc. - Yakima",,TNI02911,,Yakima,Washington,,,env_labs,,,,,,,,,env_labs_standardized.csv
"Anatek Labs, Inc. - Yakima",,TNI02915,,Yakima,Washington,,,env_labs,,,,,,,,,env_labs_standardized.csv
"Anatek Labs, Inc. - Yakima",,TNI02920,,Yakima,Washington,,,env_labs,,,,,,,,,env_labs_standardized.csv
"Anatek Labs, Inc. - Yakima",,TNI02926,,Yakima,Washington,,,env_labs,,,,,,,,,env_labs_standardized.csv
"Anatek Labs, Inc. - Yakima",,TNI02932,,Yakima,Washington,,,env_labs,,,,,,,,,env_labs_standardized.csv
"Anatek Labs, Inc. - Yakima",,TNI02937,,Yakima,Washington,,,env_labs,,,,,,,,,env_labs_standardized.csv
"Anatek Labs, Inc. - Yakima",,TNI02943,,Yakima,Washington,,,env_labs,,,,,,,,,env_labs_standardized.csv
"Anatek Labs, Inc. - Yakima",,TNI02948,,Yakima,Washington,,,env_labs,,,,,,,,,env_labs_standardized.csv
"Anatek Labs, Inc. - Yakima",,TNI02954,,Yakima,Washington,,,env_labs,,,,,,,,,env_labs_standardized.csv
"Anatek Labs, Inc. - Yakima",,TNI02960,,Yakima,Washington,,,env_labs,,,,,,,,,env_labs_standardized.csv
"Anatek Labs, Inc. - Yakima",,TNI02965,,Yakima,Washington,,,env_labs,,,,,,,,,env_labs_standardized.csv
"Anatek Labs, Inc. - Yakima",,TNI02974,,Yakima,Washington,,,env_labs,,,,,,,,,env_labs_standardized.csv
"Anatek Labs, Inc. - Yakima",,TNI02984,,Yakima,Washington,,,env_labs,,,,,,,,,env_labs_standardized.csv
"Anatek Labs, Inc. - Yakima",,TNI02991,,Yakima,Washington,,,env_labs,,,,,,,,,env_labs_standardized.csv
"Anatek Labs, Inc. - Yakima",,TNI02998,,Yakima,Washington,,,env_labs,,,,,,,,,env_labs_standardized.csv
"Anatek Labs, Inc. - Yakima",,TNI03005,,Yakima,Washington,,,env_labs,,,,,,,,,env_labs_standardized.csv
"Anatek Labs, Inc. - Yakima",,TNI03014,,Yakima,Washington,,,env_labs,,,,,,,,,env_labs_standardized.csv
"Anatek Labs, Inc. - Yakima",,TNI03025,,Yakima,Washington,,,env_labs,,,,,,,,,env_labs_standardized.csv
"Anatek Labs, Inc. - Yakima",,TNI03033,,Yakima,Washington,,,env_labs,,,,,,,,,env_labs_standardized.csv
"Anatek Labs, Inc. - Yakima",,TNI03041,,Yakima,Washington,,,env_labs,,,,,,,,,env_labs_standardized.csv
"Anatek Labs, Inc. - Yakima",,TNI03048,,Yakima,Washington,,,env_labs,,,,,,,,,env_labs_standardized.csv
"Anatek Labs, Inc. - Yakima",,TNI03056,,Yakima,Washington,,,env_labs,,,,,,,,,env_labs_standardized.csv
"Anatek Labs, Inc. - Yakima",,TNI03066,,Yakima,Washington,,,env_labs,,,,,,,,,env_labs_standardized.csv
"Anatek Labs, Inc. - Yakima",,TNI03073,,Yakima,Washington,,,env_labs,,,,,,,,,env_labs_standardized.csv
"Anatek Labs, Inc. - Yakima",,TNI03085,,Yakima,Washington,,,env_labs,,,,,,,,,env_labs_standardized.csv
"Anatek Labs, Inc. - Yakima",,TNI03093,,Yakima,Washington,,,env_labs,,,,,,,,,env_labs_standardized.csv
