entity_id,num_source_files,source_files,company_name,cik,source_record_id,address_street,address_city,address_state,address_zip,address_country,source_name,website_url,contact_name,contact_email,phone,notes,company_status,stage,one_liner,is_gmp_facility,is_commercial,website_url_status,address_street_status,contact_name_status,contact_email_status,is_gmp_facility_status,is_commercial_status,company_name_clean,is_hq,name,google_latitude,google_longitude,google_geocode_source,google_geocode_formatted_address
ENT-000019,1,env_labs_standardized.csv,ADIRONDACK ENVIRONMENTAL SERVICES INC,,TNI01595,314 N. Pearl Street,ALBANY,New York,,,env_labs,https://www.adirondackenvironmental.com/,,[email protected],,,,,,no_explicit_gmp,True,found_via_search,extracted,"checked_pages_not_found (pages_checked=8,fetched_ok=7,total_text_chars=18951)",extracted,extracted,extracted,ADIRONDACK ENVIRONMENTAL SERVICES,True,HQ Lab @ ADIRONDACK ENVIRONMENTAL SERVICES,42.66104379999999,-73.7478699,google_rooftop,"314 N Pearl St, Albany, NY 12207, USA"
ENT-000020,1,env_labs_standardized.csv,"Advanced Analysis, Inc.",,TNI00175,,Lubbock,Texas,,,env_labs,http://www.aainc.biz/,,,,,,,,,,found_via_search,found_via_fallback_search,"no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)","no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)","no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)","no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)",Advanced Analysis,True,HQ Lab @ Advanced Analysis,33.5845235,-101.8552139,google_approximate,"Lubbock, TX, USA"
ENT-000021,1,env_labs_standardized.csv,"Advanced Analytical Laboratories, LLC",,TNI00143,15040 State Highway 110 S,Whitehouse,Texas,,,env_labs,http://advancedanalyticallabs.com/,"Mr. John Alexander, President",,,,,,,,,found_via_search,found_via_fallback_search,found_via_fallback_search,"no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)","no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)","no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)",Advanced Analytical Laboratories,True,HQ Lab @ Advanced Analytical Laboratories,32.260143,-95.2397384,google_rooftop,"15040 TX-110, Whitehouse, TX 75791, USA"
ENT-000022,1,env_labs_standardized.csv,ADVANCED ANALYTICAL TECHNOLOGIES,,TNI01758,37 Ramland Road,PEARL RIVER,New York,,,env_labs,https://www.aatec.com/,Kathleen Farrell,moc/cetaa//taa,,,,,,no_explicit_gmp,True,found_via_search,extracted,extracted,extracted,extracted,extracted,ADVANCED ANALYTICAL TECHNOLOGIES,True,HQ Lab @ ADVANCED ANALYTICAL TECHNOLOGIES,41.0309514,-73.97089489999999,google_rooftop,"37 Ramland Rd, Orangeburg, NY 10962, USA"
ENT-000023,1,env_labs_standardized.csv,"Advanced Environmental Laboratories, Inc.",,TNI00252,6681 Southpoint Parkway,Jacksonville,Florida,,,env_labs,https://aellab.com/,Jason Gebhardt,sales@aellab.com,,,,,,no_explicit_gmp,True,found_via_search,extracted,extracted,extracted,extracted,extracted,Advanced Environmental Laboratories,False,Jacksonville Lab @ Advanced Environmental Laboratories,30.2593191,-81.5961888,google_rooftop,"6681 Southpoint Pkwy, Jacksonville, FL 32216, USA"
ENT-000024,1,env_labs_standardized.csv,"Advanced Environmental Laboratories, Inc. - Fort Myers",,TNI00552,"13100 Westlinks Terrace, Suite 10",Fort Myers,Florida,,,env_labs,https://aellab.com/,"Sindi-Gerbi, Lab Manager",sales@aellab.com,,,,,,no_explicit_gmp,True,found_via_search,extracted,extracted,extracted,extracted,extracted,Advanced Environmental Laboratories,False,Fort Myers Lab @ Advanced Environmental Laboratories,26.5534663,-81.7558681,google_rooftop,"13100 Westlinks Terrace Ste 10, Fort Myers, FL 33913, USA"
ENT-000025,1,env_labs_standardized.csv,"Advanced Environmental Laboratories, Inc. - Gainesville",,TNI00253,4965 SW 41st Blvd.,Gainesville,Florida,,,env_labs,https://aellab.com/,"Kara Erps, Lab Manager",sales@aellab.com,,,,,,no_explicit_gmp,True,found_via_search,extracted,extracted,extracted,extracted,extracted,Advanced Environmental Laboratories,False,Gainesville Lab @ Advanced Environmental Laboratories,29.6058573,-82.3780177,google_rooftop,"4965 SW 41st Blvd, Gainesville, FL 32608, USA"
ENT-000026,1,env_labs_standardized.csv,"Advanced Environmental Laboratories, Inc. - Lake Placid",,TNI02827,125 Tower Street,Lake Placid,Florida,,,env_labs,https://aellab.com/,"Jennifer Mazen, Lab Manager",sales@aellab.com,,,,,,no_explicit_gmp,True,found_via_search,extracted,extracted,extracted,extracted,extracted,Advanced Environmental Laboratories,False,Lake Placid Lab @ Advanced Environmental Laboratories,27.2993906,-81.35623679999999,google_rooftop,"125 Tower St, Lake Placid, FL 33852, USA"
ENT-000027,1,env_labs_standardized.csv,"Advanced Environmental Laboratories, Inc. - Miami",,TNI00254,10200 USA Today Way Miramar,Miramar,Florida,,,env_labs,https://aellab.com/,"Jesse Cutshaw, Lab Manager",sales@aellab.com,,,,,,no_explicit_gmp,True,found_via_search,extracted,extracted,extracted,extracted,extracted,Advanced Environmental Laboratories,False,Miramar Lab @ Advanced Environmental Laboratories,25.975926,-80.280228,google_rooftop,"10200 Usa Today Way, Miramar, FL 33025, USA"
ENT-000028,1,env_labs_standardized.csv,"Advanced Environmental Laboratories, Inc. - Orlando",,TNI00255,"380 North Lake Blvd., Suite 1048",Altamonte Springs,Florida,,,env_labs,https://aellab.com/,"Brandon O’Hara, Lab Manager",JSnead@aellab.com,,,,,,no_explicit_gmp,True,found_via_search,extracted,extracted,found_via_fallback_search,extracted,extracted,Advanced Environmental Laboratories,False,Altamonte Springs Lab @ Advanced Environmental Laboratories,28.653567,-81.3876382,google_rooftop,"380 Northlake Blvd #1048, Altamonte Springs, FL 32701, USA"
ENT-000029,1,env_labs_standardized.csv,"Advanced Environmental Laboratories, Inc. - Tallahassee",,TNI02195,2639 North Monroe St. Suite D,Tallahassee,Florida,,,env_labs,https://aellab.com/,Aly Garcia,sales@aellab.com,,,,,,no_explicit_gmp,True,found_via_search,extracted,extracted,extracted,extracted,extracted,Advanced Environmental Laboratories,False,Tallahassee Lab @ Advanced Environmental Laboratories,30.4778008,-84.2966898,google_rooftop,"2639 N Monroe St D, Tallahassee, FL 32303, USA"
ENT-000030,1,env_labs_standardized.csv,"Advanced Environmental Laboratories, Inc. - Tampa",,TNI00256,9610 Princess Palm Avenue,Tampa,Florida,,,env_labs,https://aellab.com/,"Michael Cammarata, Lab Manager",sales@aellab.com,,,,,,no_explicit_gmp,True,found_via_search,extracted,extracted,extracted,extracted,extracted,Advanced Environmental Laboratories,False,Tampa Lab @ Advanced Environmental Laboratories,27.9805564,-82.3402851,google_rooftop,"9610 Princess Palm Ave, Tampa, FL 33619, USA"
ENT-000031,1,env_labs_standardized.csv,Advanced Technology Laboratories,,TNI01202,,Signal Hill,California,,,env_labs,https://atlglobal.com/,,customer.relations@atlglobal.com,,,,,,no_explicit_gmp,True,found_via_search,extracted,"checked_pages_not_found (pages_checked=3,fetched_ok=3,total_text_chars=2269)",extracted,extracted,extracted,Advanced Technology Laboratories,True,HQ Lab @ Advanced Technology Laboratories,33.8044614,-118.1678456,google_approximate,"Signal Hill, CA, USA"
ENT-000032,1,env_labs_standardized.csv,AG Environmental RSC LLC (DBA Sullivan County Labs),,TNI02607,86 Queen Mountain Rd,Ferndale,New York,,,env_labs,https://www.agerny.com/,Jerry Berger,jberger@agerny.com,,,,,,no_explicit_gmp,True,found_via_search,extracted,found_via_fallback_search,found_via_fallback_search,extracted,extracted,AG Environmental RSC,True,HQ Lab @ AG Environmental RSC,41.7416735,-74.7275959,google_rooftop,"86 Queen Mountain Rd, Ferndale, NY 12734, USA"
ENT-000033,1,env_labs_standardized.csv,AGAT LABORATORIES - CALGARY - 2420,,TNI03017,,Calgary,Alberta,,,env_labs,https://agatlabs.com/,,info@agatlabs.com,,,,,,,,found_via_search,found_via_fallback_search,"no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)",found_via_fallback_search,"no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)","no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)",AGAT LABORATORIES CALGARY 2420,True,HQ Lab @ AGAT LABORATORIES CALGARY 2420,38.7945952,-106.5348379,google_approximate,United States
ENT-000034,1,env_labs_standardized.csv,AGAT LABORATORIES INC,,TNI02519,"9770 Route Transcanadienne, St-Laurent, QC H4S 1V9",ST-LAURENT,Not Applicable,,,env_labs,https://agatlabs.com/,,info@agatlabs.com,,,,,,,,found_via_search,found_via_fallback_search,"no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)",found_via_fallback_search,"no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)","no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)",AGAT LABORATORIES,True,HQ Lab @ AGAT LABORATORIES,38.7945952,-106.5348379,google_approximate,United States
ENT-000035,1,env_labs_standardized.csv,AGQ USA,,TNI02648,,Oxnard,California,,,env_labs,https://www.agqlabs.us.com/,Jeff Briceno Castillo,customerservice@agqlabs.com,,,,,,,,found_via_search,found_via_fallback_search,found_via_fallback_search,found_via_fallback_search,"no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)","no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)",AGQ USA,True,HQ Lab @ AGQ USA,34.1976816,-119.1774639,google_approximate,"Oxnard, CA, USA"
ENT-000036,1,env_labs_standardized.csv,AIR CHEK,,TNI01701,,MILLS RIVER,North Carolina,,,env_labs,https://www.airchekprm.com/,Shawn Price,shawn@radon.com,,,,,,,,found_via_search,found_via_fallback_search,found_via_fallback_search,found_via_fallback_search,"no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)","no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)",AIR CHEK,True,HQ Lab @ AIR CHEK,35.3884479,-82.566789,google_approximate,"Mills River, NC, USA"
ENT-000037,1,env_labs_standardized.csv,"Air Hygiene International, Inc.",,TNI02280,1600 West Tacoma St,Broken Arrow,Oklahoma,,,env_labs,https://www.airhygiene.com/,"JJ Cavender, CCO",jcavender@airhygiene.com,,,,,,no_explicit_gmp,True,found_via_search,extracted,extracted,extracted,extracted,extracted,Air Hygiene International,True,HQ Lab @ Air Hygiene International,36.071393,-95.80927779999999,google_rooftop,"1600 W Tacoma St, Broken Arrow, OK 74012, USA"
ENT-000038,1,env_labs_standardized.csv,Air Technology Laboratories Inc,,TNI00258,"18501 E Gale Ave, STE 130",City of Industry,California,,,env_labs,https://airtechlabs.com/,,info@airtechlabs.com,,,,,,,,found_via_search,found_via_fallback_search,"no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)",found_via_fallback_search,"no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)","no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)",Air Technology Laboratories,True,HQ Lab @ Air Technology Laboratories,33.99644500000001,-117.8995978,google_rooftop,"18501 Gale Ave #130, City of Industry, CA 91748, USA"
ENT-000039,1,env_labs_standardized.csv,AIRNOVA INC,,TNI01274,3485 Haddonfield Rd.,PENNSAUKEN,New Jersey,,,env_labs,https://www.airnova.com/,Mark Daly,info@airnova.com,,,,,,no_explicit_gmp,True,found_via_search,extracted,found_via_fallback_search,extracted,extracted,extracted,AIRNOVA,True,HQ Lab @ AIRNOVA,39.96175660000001,-75.02562449999999,google_rooftop,"3485 Haddonfield Rd, Pennsauken, NJ 08109, USA"
ENT-000040,1,env_labs_standardized.csv,AKRON (V) SEWAGE PLANT,,TNI01589,21 Main Street,AKRON,New York,,,env_labs,https://www4.erie.gov/akron/,Robert Brady,brady@akronvillage.us,,,,,,no_explicit_gmp,False,found_via_search,extracted,extracted,extracted,extracted,"checked_pages_not_found (pages_checked=4,fetched_ok=4,total_text_chars=16747)",AKRON V SEWAGE PLANT,True,HQ Lab @ AKRON V SEWAGE PLANT,43.0197806,-78.5019477,google_rooftop,"21 Main St, Akron, NY 14001, USA"
ENT-000041,1,env_labs_standardized.csv,Alabama Power Company General Testing Laboratory,,TNI02392,"744 County Road 87, GSC #8",Calera,Alabama,,,env_labs,https://www.alabamapower.com/,Laura Midkiff,lbmidkif@southernco.com,,,,,,no_explicit_gmp,False,found_via_search,found_via_fallback_search,found_via_fallback_search,found_via_fallback_search,extracted,"checked_pages_not_found (pages_checked=8,fetched_ok=8,total_text_chars=31799)",Alabama Power Company General Testing Laboratory,True,HQ Lab @ Alabama Power Company General Testing Laboratory,33.1747695,-86.77458899999999,google_rooftop,"744 Co Rd 87, Calera, AL 35040, USA"
ENT-000042,1,env_labs_standardized.csv,"Alamo Analytical Laboratories, Ltd.",,TNI00144,,San Antonio,Texas,,,env_labs,https://alamoanalytical.com/,"Dr. Reddy Gosala, Ph.D",reports@alamoanalytical.com,,,,,,no_explicit_gmp,True,found_via_search,extracted,found_via_fallback_search,extracted,extracted,extracted,Alamo Analytical Laboratories,False,San Antonio Lab @ Alamo Analytical Laboratories,29.4251905,-98.4945922,google_approximate,"San Antonio, TX, USA"
ENT-000043,1,env_labs_standardized.csv,"Alamo Analytical Laboratories, Ltd. - El Paso",,TNI02256,2500 Montana Ave,El Paso,Texas,,,env_labs,https://alamoanalytical.com/,,reports@alamoanalytical.com,,,,,,no_explicit_gmp,True,found_via_search,extracted,"checked_pages_not_found (pages_checked=4,fetched_ok=4,total_text_chars=9746)",extracted,extracted,extracted,Alamo Analytical Laboratories,False,El Paso Lab @ Alamo Analytical Laboratories,31.77982739999999,-106.4663971,google_rooftop,"2500 Montana Ave, El Paso, TX 79903, USA"
ENT-000044,1,env_labs_standardized.csv,ALBANY COUNTY WATER PURIFICATION DISTRICT,,TNI01453,,MENANDS,New York,,,env_labs,https://www.albanycountyny.gov/departments/water-purification-district,,Angelo.Gaudio@albanycountyny.gov,,,,,,,,found_via_search,found_via_fallback_search,"no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)",found_via_fallback_search,"no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)","no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)",ALBANY COUNTY WATER PURIFICATION DISTRICT,True,HQ Lab @ ALBANY COUNTY WATER PURIFICATION DISTRICT,42.6920233,-73.72456389999999,google_approximate,"Menands, NY, USA"
ENT-000045,1,env_labs_standardized.csv,ALBANY WATER QUALITY LAB,,TNI01433,,SELKIRK,New York,,,env_labs,https://www.albanyny.gov/,,,,,,,,no_explicit_gmp,False,found_via_search,found_via_fallback_search,"checked_pages_not_found (pages_checked=3,fetched_ok=2,total_text_chars=8892)","checked_pages_not_found (pages_checked=3,fetched_ok=2,total_text_chars=8892)",extracted,"checked_pages_not_found (pages_checked=3,fetched_ok=2,total_text_chars=8892)",ALBANY WATER QUALITY LAB,True,HQ Lab @ ALBANY WATER QUALITY LAB,42.5319998,-73.7985008,google_approximate,"Selkirk, NY 12158, USA"
ENT-000046,1,env_labs_standardized.csv,Albert Lea Wastewater Treatment Plant,,TNI01098,17424 780th Avenue,Albert Lea,Minnesota,,,env_labs,https://www.cityofalbertlea.org/departments/wastewater-treatment-plant/,Brandon Huston,bhuston@ci.albertlea.mn.us,,,,,,,,found_via_search,found_via_fallback_search,found_via_fallback_search,found_via_fallback_search,"no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)","no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)",Albert Lea Wastewater Treatment Plant,True,HQ Lab @ Albert Lea Wastewater Treatment Plant,43.605866,-93.301447,google_rooftop,"17424 780th Ave, Albert Lea, MN 56007, USA"
ENT-000047,1,env_labs_standardized.csv,ALBION (V) WATER PLANT,,TNI01698,961 Wilson Rd,WATERPORT,New York,,,env_labs,https://villageofalbionny.gov/departments/water-treatment-plant,Levi Boyer – Chief Operator,,,,,,,no_explicit_gmp,False,found_via_search,extracted,extracted,"checked_pages_not_found (pages_checked=8,fetched_ok=1,total_text_chars=5607)",extracted,"checked_pages_not_found (pages_checked=8,fetched_ok=1,total_text_chars=5607)",ALBION V WATER PLANT,True,HQ Lab @ ALBION V WATER PLANT,43.3705746,-78.21458059999999,google_rooftop,"961 Wilson Rd, Waterport, NY 14571, USA"
ENT-000048,1,env_labs_standardized.csv,Albion Environmental,,TNI00050,1414 Soquel Avenue Suite 205; 3563 Sueldo Street Suite P,Bryan,Texas,,,env_labs,https://www.albionenvironmental.com/,,snicchitta@albionenvironmental.com,,,,,,no_explicit_gmp,True,found_via_search,extracted,"checked_pages_not_found (pages_checked=5,fetched_ok=5,total_text_chars=9076)",found_via_fallback_search,extracted,extracted,Albion Environmental,True,HQ Lab @ Albion Environmental,30.6743643,-96.3699632,google_approximate,"Bryan, TX, USA"
ENT-000049,1,env_labs_standardized.csv,"Alexin Analytical Laboratories, Inc.",,TNI00196,13035 SW Pacific Highway,Tigard,Oregon,,,env_labs,https://alexinlabs.com/,,mail@alexinlabs.com,,,,,,no_explicit_gmp,True,found_via_search,extracted,"checked_pages_not_found (pages_checked=8,fetched_ok=8,total_text_chars=40572)",extracted,extracted,extracted,Alexin Analytical Laboratories,True,HQ Lab @ Alexin Analytical Laboratories,45.4260221,-122.7805217,google_rooftop,"13035 SW Pacific Hwy, Tigard, OR 97223, USA"
ENT-000050,1,env_labs_standardized.csv,ALLAB INC,,TNI02836,1544 E 13th St,BROOKLYN,New York,,,env_labs,https://www.allab.org/,,lab@allab.org,,,,,,no_explicit_gmp,True,found_via_search,extracted,"checked_pages_not_found (pages_checked=8,fetched_ok=8,total_text_chars=25958)",extracted,extracted,extracted,ALLAB,True,HQ Lab @ ALLAB,40.61165039999999,-73.96099939999999,google_rooftop,"1544 E 13th St, Brooklyn, NY 11230, USA"
