company_name,cik,source_record_id,address_street,address_city,address_state,address_zip,address_country,source_name,website_url,contact_name,contact_email,phone,notes
"Atlantic Reproductive Medicine Specialists, PA",,3010046969,,Raleigh,NC,27617,,FDA HCT/P Registration,,,,,
Atrium Health,,3010641159,,Charlotte,NC,28204,,FDA HCT/P Registration,,,,,
"Atrium Health Fertility Center, A Facility of Carolinas Medical Center",,3005405897,,Charlotte,NC,28204,,FDA HCT/P Registration,,,,,
Atrium Health Wake Forest Baptist CFEM,,3003909013,,Winston-Salem,NC,27103,,FDA HCT/P Registration,,,,,
Audubon Labs LLC,,3010600137,,New Orleans,LA,70115,,FDA HCT/P Registration,,,,,
Aurora Health Care - Aurora Fertility Services,,3004451803,,Green Bay,WI,54311,,FDA HCT/P Registration,,,,,
Aurora Health Care-Aurora Fertility Services,,3006580872,,West Allis,WI,53227,,FDA HCT/P Registration,,,,,
Aurora St. Luke's Medical Center,,3004369212,,Milwaukee,WI,53215,,FDA HCT/P Registration,,,,,
Austin Laboratory New Health,,3008804132,,Austin,TX,78758,,FDA HCT/P Registration,,,,,
Avera McKennan Hospital & University Health Center,,1772097,,Sioux Falls,SD,57105,,FDA HCT/P Registration,,,,,
Axogen Corporation,,3023488176,,Vandalia,OH,45377,,FDA HCT/P Registration,,,,,
Axogen Corporation,,3012085771,,Dayton,OH,45402,,FDA HCT/P Registration,,,,,
BBG Advanced Therapies,,3035360396,,San Antonio,TX,78201,,FDA HCT/P Registration,,,,,
BBG Advanced Therapies,,3041720620,,San Antonio,TX,78205,,FDA HCT/P Registration,,,,,
BEH Life Sciences,,3045189436,,Bay Harbour Islands,FL,33154,,FDA HCT/P Registration,,,,,
BEH Life Sciences LLC,,,,Bay Harbor Islands,FL,33154,,FDA HCT/P Registration,,,,,
"BHC, LLC",,3009651519,,Brownsburg,IN,46112,,FDA HCT/P Registration,,,,,
BIOCENTRIC LAB LLC,,3031915164,,GRAPEVINE,TX,76051,,FDA HCT/P Registration,,,,,
"BLS Labs, LLC",,3030597722,,Mesa,AZ,85202,,FDA HCT/P Registration,,,,,
Banner - University Medical Center Tucson,,3004445465,,Tucson,AZ,85719,,FDA HCT/P Registration,,,,,
Banner MD Anderson Cancer Center,,3009601590,,Gilbert,AZ,85234,,FDA HCT/P Registration,,,,,
Baptist Cancer Center Malignant Hematology & Transplant Program,,3004580210,,Memphis,TN,38120,,FDA HCT/P Registration,,,,,
Barbara Ann Karmanos Cancer Hospital,,3004620025,,Detroit,MI,48201,,FDA HCT/P Registration,,,,,
Barnes-Jewish Hospital BB,,1974272,,St Louis,MO,63110,,FDA HCT/P Registration,,,,,
Baylor Scott & White Medical Center - Temple,,3011007455,,Temple,TX,76508,,FDA HCT/P Registration,,,,,
Baylor University Medical Center,,3004080724,,Dallas,TX,75246,,FDA HCT/P Registration,,,,,
"Baylor, Scott, and White, ART Program",,3031507074,,Temple,TX,76508,,FDA HCT/P Registration,,,,,
Beacon Kalamazoo,,1870525,,kalamazoo,MI,49048,,FDA HCT/P Registration,,,,,
Bedford Research Foundation,,3005001384,,Bedford,MA,01730,,FDA HCT/P Registration,,,,,
Bello Bio LLC,,3028583081,,Scottsdale,AZ,85262,,FDA HCT/P Registration,,,,,
"Berkeley Advanced Biomaterials, LLC",,3014298539,,Berkeley,CA,94710,,FDA HCT/P Registration,,,,,
Berkeley Biologics LLC,,1000100754,,Richmond,CA,94804,,FDA HCT/P Registration,,,,,
Beth Israel Deaconess Medical Center,,3006800205,,Boston,MA,02215,,FDA HCT/P Registration,,,,,
Billings Clinic Fertility Specialists,,3012341977,,Billings,MT,59102,,FDA HCT/P Registration,,,,,
Billings Clinic Fertility Specialists,,3028586894,,Bozeman,MT,59715,,FDA HCT/P Registration,,,,,
Billings Clinic Surgery Center REI Laboratory and Procedure,,3014163267,,Billings,MT,59101,,FDA HCT/P Registration,,,,,
BioDlogics LLC,,3007717495,,Cordova,TN,38018,,FDA HCT/P Registration,,,,,
BioGenetics Corporation,,3001236618,,Mountainside,NJ,07092,,FDA HCT/P Registration,,,,,
BioStem Life Sciences,,3013239405,,Pompano Beach,FL,33064,,FDA HCT/P Registration,,,,,
BioTissue Holdings Inc.,,3009809074,,Doral,FL,33122,,FDA HCT/P Registration,,,,,
"BioXtek, LLC",,3027649380,,Pompano Beach,FL,33060,,FDA HCT/P Registration,,,,,
"Biogennix, LLC",,3008773560,,Irvine,CA,92614,,FDA HCT/P Registration,,,,,
"Biologic Therapy Core Facility, Siteman Cancer Center",,3007743644,,St. Louis,MO,63110,,FDA HCT/P Registration,,,,,
Birth Tissue Recovery of Missouri LLC,,3043352671,,Farmington,MO,63640,,FDA HCT/P Registration,,,,,
Blackfish Biotech Inc,,3045189502,,Gainesville,FL,32601,,FDA HCT/P Registration,,,,,
Bloodworks,,3071347,,Seattle,WA,98104,,FDA HCT/P Registration,,,,,
"Bloom Invo, LLC",,3024743743,,Atlanta,GA,30328,,FDA HCT/P Registration,,,,,
Bloom Reproductive Institute,,3011482299,,Scottsdale,AZ,85258,,FDA HCT/P Registration,,,,,
"Blue Sky Fertility Services, LLC",,3013167853,,Overland Park,KS,66223,,FDA HCT/P Registration,,,,,
Bluegrass Fertility,,3007171226,,Lexington,KY,40503,,FDA HCT/P Registration,,,,,
Bluegrass Fertility Center,,3004557185,,Lexington,KY,40509,,FDA HCT/P Registration,,,,,
Boca Fertility,,3003926589,,Boca Raton,FL,33486,,FDA HCT/P Registration,,,,,
Boston Children's Hospital,,1274061,,Boston,MA,02115,,FDA HCT/P Registration,,,,,
"Boston IVF Fertility Services at The Women?s Hospital, LLC",,3010149285,,Newburgh,IN,47630,,FDA HCT/P Registration,,,,,
Boston IVF The Rhode Island center,,3027447276,,Providence,RI,02904,,FDA HCT/P Registration,,,,,
Boston IVF The Springfield Center,,3030390604,,Springfield,MA,01107,,FDA HCT/P Registration,,,,,
"Boston IVF, LLC",,3004514164,,Waltham,MA,02451,,FDA HCT/P Registration,,,,,
"Boston IVF, LLC The Maine Center",,3008339013,,South Portland,ME,04106,,FDA HCT/P Registration,,,,,
Boston IVF- The NH Center,,3019301545,,Bedford,NH,03110,,FDA HCT/P Registration,,,,,
Boston Medical Center Blood Bank,,1273232,,Boston,MA,02118,,FDA HCT/P Registration,,,,,
"Brenden-Colson Center for Pancreatic Care, Oregon Health & Science University",,3017876934,,Portland,OR,97239,,FDA HCT/P Registration,,,,,
Brigham & Women's Hospital,,1270016,,Boston,MA,02115,,FDA HCT/P Registration,,,,,
"Bright Cell, Inc.",,3029777044,,Irvine,CA,92618,,FDA HCT/P Registration,,,,,
"BrioMD Labs, LLC",,3013545754,,Hattiesburg,MS,39402,,FDA HCT/P Registration,,,,,
"Brown Fertility, Associates P.A.",,3008286984,,Jacksonville,FL,32256,,FDA HCT/P Registration,,,,,
"Brown Fertility, Associates P.A.",,3024743705,,Winter Garden,FL,34787,,FDA HCT/P Registration,,,,,
Brown Urology Inc.,,3004475081,,Providence,RI,02905,,FDA HCT/P Registration,,,,,
C.A.R.E. Fertility,,3007390777,,Glendale,CA,91205,,FDA HCT/P Registration,,,,,
C5 Biomedical LLC,,3021867303,,Boca Raton,FL,33487,,FDA HCT/P Registration,,,,,
CARE for the Bay Area,,3009473818,,Los Gatos,CA,95032,,FDA HCT/P Registration,,,,,
"CBR Systems, Inc. dba Cord Blood Registry",,3003374183,,Tucson,AZ,85756,,FDA HCT/P Registration,,,,,
CCRM Austin,,3030717543,,Austin,TX,78735,,FDA HCT/P Registration,,,,,
CCRM Boston,,3013534640,,Chestnut Hill,MA,02459,,FDA HCT/P Registration,,,,,
CCRM DFW,,3008234883,,Frisco,TX,75034,,FDA HCT/P Registration,,,,,
CCRM Fertility - Greenville,,3041504145,,Greenville,SC,29615,,FDA HCT/P Registration,,,,,
CCRM Florida,,3027287122,,Miami,FL,33180,,FDA HCT/P Registration,,,,,
CCRM Houston - Medical Center,,3014287130,,Houston,TX,77054,,FDA HCT/P Registration,,,,,
CCRM Minneapolis,,3011394724,,Edina,MN,55435,,FDA HCT/P Registration,,,,,
CCRM New York,,3012355553,,New York,NY,10019,,FDA HCT/P Registration,,,,,
CCRM Northern Virginia,,3013528388,,Vienna,VA,22182,,FDA HCT/P Registration,,,,,
CCRM San Francisco,,3013553527,,Menlo Park,CA,94025,,FDA HCT/P Registration,,,,,
"CCRM Seattle, LLC",,3004174071,,Bellevue,WA,98004,,FDA HCT/P Registration,,,,,
CLINICAL RESEARCH CELL MANUFACTURING PROGRAM,,3009056183,,MIAMI,FL,33136,,FDA HCT/P Registration,,,,,
"CNY Fertility, PLLC",,3004590904,,"Colorado, Springs",CO,80910,,FDA HCT/P Registration,,,,,
"CNY Fertility, PLLC",,3026925642,,Sarasota,FL,34232,,FDA HCT/P Registration,,,,,
"CNY Fertility, PLLC",,3005841676,,Latham,NY,12110,,FDA HCT/P Registration,,,,,
"CNY Fertility, PLLC",,3003972256,,Syracuse,NY,13205,,FDA HCT/P Registration,,,,,
"CNY Fertility, PLLC",,3017876311,,Williamsville,NY,14221,,FDA HCT/P Registration,,,,,
"CNY Fertility, PLLC",,3016710305,,Rochester,NY,14610,,FDA HCT/P Registration,,,,,
"CRM Alabama, LLC dba The Center for Reproductive Medicine",,3003947149,,Mobile,AL,36607,,FDA HCT/P Registration,,,,,
California Center for Reproductive Sciences,,3008205455,,Encinitas,CA,92024,,FDA HCT/P Registration,,,,,
California Central Coast IVF Laboratory,,3016710576,,San Luis Obispo,CA,93405,,FDA HCT/P Registration,,,,,
California Cryobank LLC,,3005342355,,Los Angeles,CA,90025-5213,,FDA HCT/P Registration,,,,,
California Cryobank LLC,,3003351041,,Los Altos,CA,94022,,FDA HCT/P Registration,,,,,
California Cryobank LLC,,3003367577,,Cambridge,MA,02139,,FDA HCT/P Registration,,,,,
California Cryobank LLC,,3005202248,,New York,NY,10017,,FDA HCT/P Registration,,,,,
"California Cryobank, LLC",,3027630225,,Greensboro,NC,27408,,FDA HCT/P Registration,,,,,
"California Cryobank, LLC",,3028071571,,Durham,NC,27704,,FDA HCT/P Registration,,,,,
"California Cryobank, LLC",,3021854670,,Portland,OR,97205,,FDA HCT/P Registration,,,,,
"California Cryobank, LLC",,3024831832,,Spokane,WA,99201,,FDA HCT/P Registration,,,,,
"California Fertility Clinics, LLC",,3005405914,,Los Angeles,CA,90036,,FDA HCT/P Registration,,,,,
California Fertility Experts-Hanabusa IVF,,3011125133,,San Diego,CA,92121,,FDA HCT/P Registration,,,,,
California Fertility Partners dba Pinnacle Fertility California,,3003942615,,Los Angeles,CA,90025,,FDA HCT/P Registration,,,,,
California IVF Fertility Center,,3005073828,,Sacramento,CA,95833,,FDA HCT/P Registration,,,,,
"Cambridge Biomedical Inc.; dba BioAgilytix Labs, LLC",,3003006583,,Boston,MA,02135,,FDA HCT/P Registration,,,,,
Cancer Transplant Institute at Virginia G. Piper Cancer Center - HonorHealth,,3003941343,,Scottsdale,AZ,85258,,FDA HCT/P Registration,,,,,
Caperton Fertility Institute,,3013680309,,Albuquerque,NM,87109,,FDA HCT/P Registration,,,,,
Carbon Life Sciences,,3032877865,,Los Angeles,CA,90066,,FDA HCT/P Registration,,,,,
Cardinal Biologicals Inc.,,3038219880,,Joplin,MO,64804,,FDA HCT/P Registration,,,,,
Cardinal Biologicals Inc.,,3038218232,,Springfield,MO,65803,,FDA HCT/P Registration,,,,,
Cardinal Biologicals Inc.,,3040066738,,Oklahoma City,OK,73162,,FDA HCT/P Registration,,,,,
"Cardinal Biologicals, Inc.",,3031472120,,St. Louis,MO,63141,,FDA HCT/P Registration,,,,,
"Cardinal Biologicals, Inc.",,3003571688,,Cape Girardeau,MO,63703,,FDA HCT/P Registration,,,,,
Carle Health Care Inc. Reproductive Windsor,,3007093858,,Urbana,IL,61802,,FDA HCT/P Registration,,,,,
Carolina Conceptions,,3005953354,,Raleigh,NC,27607,,FDA HCT/P Registration,,,,,
Carolinas Fertility Institute,,3011497718,,Winston Salem,NC,27103,,FDA HCT/P Registration,,,,,
Carolinas Fertility Institute-Charlotte,,3020607468,,Charlotte,NC,28204,,FDA HCT/P Registration,,,,,
Carter BloodCare,,3002603147,,Bedford,TX,76021,,FDA HCT/P Registration,,,,,
"Cascade Cryobank, LLC",,3021507459,,Lynnwood,WA,98036,,FDA HCT/P Registration,,,,,
"Celebration Stem Cell Centre, LLC",,3008769481,,Gilbert,AZ,85297,,FDA HCT/P Registration,,,,,
Cell Therapies Manufacturing Facility Hackensack University Medical Center,,3014679694,,Hackensack,NJ,07601,,FDA HCT/P Registration,,,,,
CellRight Technologies DBA Tissue Reginex Group,,3009234552,,Universal City,TX,78148,,FDA HCT/P Registration,,,,,
"CellTrans, Inc.",,3019202665,,Chicago,IL,60612,,FDA HCT/P Registration,,,,,
Cellestiq,,3038417759,,Oklahoma City,OK,73120,,FDA HCT/P Registration,,,,,
Cellular Therapy Facility,,3003926638,,Orlando,FL,32803,,FDA HCT/P Registration,,,,,
Cellum Biomedical Inc.,,3015456113,,Temecula,CA,92592,,FDA HCT/P Registration,,,,,
"Celquest, LLC",,3018154197,,Orlando,FL,32806,,FDA HCT/P Registration,,,,,
"Celularity, Inc.",,3016661001,,Florham Park,NJ,07932,,FDA HCT/P Registration,,,,,
Center for Advanced Reproductive Medicine and Fertility,,3003945126,,Edison,NJ,08817,,FDA HCT/P Registration,,,,,
Center for Assisted Reproduction (CARE Fertility),,3003926882,,Bedford,TX,76022,,FDA HCT/P Registration,,,,,
Center for Cell & Gene Therapy,,3003407427,,Houston,TX,77030,,FDA HCT/P Registration,,,,,
Center for Cellular Therapy,,3006426854,,Charleston,SC,29425,,FDA HCT/P Registration,,,,,
Center for Fertility and Reproductive Endocrinology - UPP,,3004081056,,Pittsburgh,PA,15235,,FDA HCT/P Registration,,,,,
Center for Organ Recovery & Education (CORE),,3000719528,,Pittsburgh,PA,15238,,FDA HCT/P Registration,,,,,
"Center for Reproductive Biology of Indiana, LLC.",,3003973984,,Indianapolis,IN,46280,,FDA HCT/P Registration,,,,,
Center for Reproductive Medicine,,3003926603,,Winter Park,FL,32789,,FDA HCT/P Registration,,,,,
Center for Reproductive Medicine & Robotic Surgery LLC,,3008945619,,Saint Louis,MO,63141,,FDA HCT/P Registration,,,,,
Center for Reproductive Medicine West Virginia University,,3004102529,,Morgantown,WV,26505,,FDA HCT/P Registration,,,,,
Center for Reproductive Medicine of New Mexico,,3003936968,,Albuquerque,NM,87106,,FDA HCT/P Registration,,,,,
"Center for Reproductive Medicine, P.A.",,3005950704,,Minneapolis,MN,55407,,FDA HCT/P Registration,,,,,
Center of Reproductive Medicine,,3003926897,,Webster,TX,77598,,FDA HCT/P Registration,,,,,
"Central Ohio Lions Eye Bank, Inc.",,3000718791,,Columbus,OH,43215,,FDA HCT/P Registration,,,,,
Ceres Biosolutions,,,,indianapolis,IN,46202,,FDA HCT/P Registration,,,,,
Ceres Physicians Colorado,,3043804048,,Denver,CO,80202,,FDA HCT/P Registration,,,,,
Charity Helpers Foundation,,3026792122,,SALT FLAT,TX,79847,,FDA HCT/P Registration,,,,,
"Charles E Miller, MD SC",,3004082007,,Naperville,IL,60540,,FDA HCT/P Registration,,,,,
"Charles River Laboratories Cell Solutions, Inc.",,3004200746,,Northridge,CA,91325,,FDA HCT/P Registration,,,,,
Chelsea Fertility NYC,,3011800115,,New York,NY,10016,,FDA HCT/P Registration,,,,,
"Children's GMP, LLC",,3010385869,,Memphis,TN,38105,,FDA HCT/P Registration,,,,,
Children's Hospital Colorado Blood Bank B120,,1771443,,Aurora,CO,80045,,FDA HCT/P Registration,,,,,
Children's Hospital Los Angeles,,2016501,,Los Angeles,CA,90027,,FDA HCT/P Registration,,,,,
Children's Hospital of Orange County,,2077856,,Orange,CA,92868,,FDA HCT/P Registration,,,,,
Children's Hospital of Philadelphia Cell Based Therapy Lab,,2571772,,Philadelphia,PA,19104,,FDA HCT/P Registration,,,,,
Children's National Hospital,,3004467224,,Washington,DC,20010,,FDA HCT/P Registration,,,,,
Cincinnati Childrens Hospital Medical Center TPIAT,,3012688591,,Cincinnati,OH,45229,,FDA HCT/P Registration,,,,,
"Cincinnati Eye Bank for Sight Restoration, Inc.",,3000718786,,Cincinnati,OH,45241,,FDA HCT/P Registration,,,,,
City of Hope AZ Heme Malignancy and Cellular Therapy Institute,,3021919964,,Goodyear,AZ,85338,,FDA HCT/P Registration,,,,,
City of Hope National Medical Center,,2070105,,Duarte,CA,91010-3000,,FDA HCT/P Registration,,,,,
Cleveland Cell Therapy Incubator,,3030713659,,Warrensville Heights,OH,44128,,FDA HCT/P Registration,,,,,
Cleveland Clinic Fertility Center,,3003616081,,Beachwood,OH,44122,,FDA HCT/P Registration,,,,,
ClinImmune Labs-Univ Colorado Cord Blood Bank and Stem Cell Laboratory,,3000719146,,Aurora,CO,80045,,FDA HCT/P Registration,,,,,
"Clinical Microbiology, University of Chicago Medical Center",,3008286831,,Chicago,IL,60637,,FDA HCT/P Registration,,,,,
"Coastal Fertility Specialists, LLC",,3009660508,,Mt Pleasant,SC,29464,,FDA HCT/P Registration,,,,,
Coastal Fertility Specialists-Lexington,,3017851527,,Lexington,SC,29072,,FDA HCT/P Registration,,,,,
Coastal Fertility Specialists-Myrtle Beach,,3017851539,,Myrtle Beach,SC,29577,,FDA HCT/P Registration,,,,,
"Collab Fertility, Inc.",,3030286011,,Walnut Creek,CA,94598,,FDA HCT/P Registration,,,,,
Colorado Center for Reproductive Medicine-Atlanta,,3004432442,,Atlanta,GA,30328,,FDA HCT/P Registration,,,,,
Columbia University Fertility Center,,3003972435,,New York,NY,10019,,FDA HCT/P Registration,,,,,
"Columbus Center for Reproductive Endocrinology & Infertility, LLC",,3005144073,,Columbus,GA,31909,,FDA HCT/P Registration,,,,,
Community Blood Center dba Solvita,,3032593955,,Dayton,OH,45402-2715,,FDA HCT/P Registration,,,,,
Community Blood Center dba Solvita,,3008808182,,Kettering,OH,45420,,FDA HCT/P Registration,,,,,
Conceive Fertility Center,,3014721365,,Irving,TX,75039,,FDA HCT/P Registration,,,,,
Conceive NJ,,3044734245,,Wall Township,NJ,07727,,FDA HCT/P Registration,,,,,
Conceptions Fertility Center,,3016700592,,Provo,UT,84604,,FDA HCT/P Registration,,,,,
Conceptions Florida,,3010650691,,Coral Gables,FL,33146,,FDA HCT/P Registration,,,,,
Conceptions Reproductive Associates,,1000488264,,Littleton,CO,80129-1901,,FDA HCT/P Registration,,,,,
Conceptions Reproductive Associates - Diagnostic Lab,,3023043415,,Littleton,CO,80129,,FDA HCT/P Registration,,,,,
"Cooper Health System, a New Jersey Non-Profit Organization",,1000081170,,Camden,NJ,08103,,FDA HCT/P Registration,,,,,
Cooper Institute,,3011006339,,HOUSTON,TX,77074,,FDA HCT/P Registration,,,,,
"Cooper Institute for Reproductive Hormonal Disorders, PC",,3003914874,,Mt. Laurel,NJ,08054,,FDA HCT/P Registration,,,,,
Cord For Life,,1000525281,,Altamonte Springs,FL,32701,,FDA HCT/P Registration,,,,,
"CorneaGen, LLC",,3009122697,,South San Francisco,CA,94080,,FDA HCT/P Registration,,,,,
"CorneaGen, LLC",,3005357288,,Winston-Salem,NC,27101,,FDA HCT/P Registration,,,,,
"CorneaGen, LLC",,3000203549,,Houston,TX,77030,,FDA HCT/P Registration,,,,,
"CorneaGen, LLC",,3015927085,,Seattle,WA,98101,,FDA HCT/P Registration,,,,,
"CorneaGen, LLC - Orlando / Medical Eye Bank of Florida",,3009809038,,Altamonte Springs,FL,32701,,FDA HCT/P Registration,,,,,
"Cryo-Cell International, Inc.",,2246948,,Oldsmar,FL,34677,,FDA HCT/P Registration,,,,,
"CryoGam Colorado, LLC",,3010131527,,Denver,CO,80222,,FDA HCT/P Registration,,,,,
"CryoGam Colorado, LLC",,3010133657,,Boulder,CO,80302,,FDA HCT/P Registration,,,,,
