Establishment Name,"City, State/Zip",FEI,Establishment Status
"Cryos International - Denmark, ApS","Aarhus C, / 8000",3003739398.0,Inactive
Cryos International - New York LLC,"New York, New York / 10038",3003474029.0,Inactive
Cryos International - USA (GVL) LLC,"Gainesville, Florida / 32601",3018805931.0,Inactive
Cryos International USA LLC,"Orlando, Florida / 32826",3011402904.0,Registered
Cryoviva (Thailand) Ltd.,"Nakhon Pathom, / 73120",3016750284.0,Registered
Cryoviva Life Sciences Private Limited,"Gurugram, / 122004",3039668591.0,Registered
"Cygenx Bio-Laboratories, Inc.","Las Vegas, Nevada / 89128",3009670580.0,Inactive
Czech National Marrow Donor Registry,"Pilsen, / 301 00",3004561181.0,Inactive
DCI Donor Services dba Sierra Donor Services Eye Bank,"West Sacramento, California / 95691",3013552452.0,Inactive
DCI Donor Services dba Sierra Donor Services Eye Bank (Tennessee Branch),"Nashville, Tennessee / 37228",3011422307.0,Inactive
DCI Donor Services dba Sierra Donor Services dba Sierra Donor Services Eye Bank,"West Sacramento, California / 95691",3000718308.0,Registered
"DCI Donor Services dba TN Donor Services, DCIDS Tissue Bank, Sierra Eye Bank","Nashville, Tennessee / 37228",1000307504.0,Registered
DCI Donor Services dba Tennessee Donor Services (Nashville),"Nashville, Tennessee / 37228",3009826876.0,Inactive
DCI Laboratory,"Nashville, Tennessee / 37204",3003947388.0,Inactive
"DEEPAK GULATI & ASSOCIATES, INC.","NEW YORK, New York / 10128",3021544308.0,Registered
DIASON - DIAGNOSTICO SONOGRAFICO LTDA CNPJ,"SAO PAULO, / 01239040",3043718922.0,Registered
DKMS Collection Center gGmbH,"Dresden, / 01307",3027297900.0,Registered
DKMS Collection Center gGmbH,"Cologne, / 50670",3027684616.0,Registered
DOF Inc.,"Hwaseong-si, / 18468",3029778123.0,Registered
DORA BIYOTEKNOLOJI AR-GE ITHALAT IHRACAT SANAYI VE TICARET ANONIM SIRKETI,"Ankara, / 06805",3045427283.0,Registered
DRK-Blutspendedienst West gGmbH,"Ratingen, / 40885",3004547361.0,Inactive
Dallas Fertility Center,"Dallas, Texas / 75231",3010056021.0,Registered
"Dallas Fertility Center-Baylor, LLC","Dallas, Texas / 75246",3035358213.0,Registered
Dallas IVF,"Frisco, Texas / 75034",3006631826.0,Registered
Damien Fertility Partnersa Division of Wonen's Health Group L.L.C,"Newark, New Jersey / 07102",3012841001.0,Inactive
Dana - Farber Cancer Institute,"Boston, Massachusetts / 02215",3003934255.0,Registered
"Daniel Rostein, M.D., S.C.","Oak Brook, Illinois / 60523",3009840486.0,Registered
"Danielle Lane MD, Inc dba Lane Fertility Institute","Santa Rosa, California / 95405",3009286037.0,Registered
Dartmouth - Hitchcock Medical Center,"Lebanon, New Hampshire / 03756-0001",3003929816.0,Registered
David A Kallenberger MD,"OKC, Oklahoma / 73112",3028142073.0,Inactive
Davies Fertility,"lincolnwood, Illinois / 60076",3010934657.0,Registered
"Davies Fertility & IVF Specialists, S.C.","Glenview, Illinois / 60026",3010469922.0,Registered
DeNovo Labs LLC dba Regenative Labs SF,"Bonita Springs, Florida / 34135",3012263034.0,Inactive
Deaconess Center for Reproductive Health,"Oklahoma City, Oklahoma / 73112",3008805514.0,Inactive
Deerwood Fertility,"Waco, Texas / 76712",3038702833.0,Registered
"Del Mar Birth Center, Inc., a Nursing Corporation","South Pasadena, California / 91030",3011724838.0,Inactive
Delaware Institute for Reproductive Medicine,"Newark, Delaware / 19702",3003939643.0,Registered
Delaware Valley Institute of Fertility & Genetics,"Marlton, New Jersey / 08053",3003945119.0,Inactive
Delfinium Fertility & IVF Centre,"New Delhi, / 110049",3027654711.0,Registered
Denver Fertility Care,"Englewood, Colorado / 80112",3010133797.0,Registered
Department of Clinical Haematology & Bone Marrow Transplant Service Royal Melbourne Hospital,"Parkville, / VIC 3050",3004618440.0,Registered
Department of Defense - Army,"JBSA Fort Sam Houston, Texas / 78234-6200",3003926780.0,Registered
Department of Haematology and Bone Marrow Transplantation,"Darlinghurst NSW 2010, / Sydney",3005223106.0,Registered
Department of Hematology University of Medical Sciences,"Poznan, / 60-569",3011417955.0,Registered
Department of Pediatric Hematology and Oncology,"Bydgoszcz, / 85-094",3010492655.0,Registered
Detroit Medical Center University Laboratories,"Detroit, Michigan / 48201-2018",3008734098.0,Registered
Discovery Life Science,"Huntsville, Alabama / 35806",3015189545.0,Inactive
"District 2-A1 Lions Eye Bank, Inc. dba Western Texas Lions Eye Bank Alliance","San Angelo, Texas / 76904",3001238033.0,Registered
"Dominion Fertility ""DBA Pinnacle Fertility Virginia""","Arlington, Virginia / 22203",3004731585.0,Registered
Donor Network ApS,"Aarhus C, / 8000",3044757572.0,Registered
"Dorotea, LLC dba Alamo Biologics dba Precision Allograft Solutions","San Antonio, Texas / 78249",3003279883.0,Registered
"Dorotea, LLC dba Precision Allograft Solutions","San Antonio, Texas / 78249",3009085719.0,Inactive
"Dorotea, LLC dba Precision Allograft Solutions","San Antonio, Texas / 78249",3031984391.0,Inactive
"Dr. Donna Pratt, LLC dba International Fertility Center of Hawaii","Honolulu, Hawaii / 96813",3009195353.0,Inactive
Dr. Louis R. Manara,"Voorhees, New Jersey / 08043",3006217552.0,Registered
Dr. Shmist Bela,"Ashdod, / 11111",3006088348.0,Inactive
Drs Aevitas Clinic Pty Ltd,"Pinelands, Cape Town, / 7405",3014563216.0,Registered
Duke Fertility Center,"Morrisville, North Carolina / 27560",3004513878.0,Registered
Duke Innovative Pain Therapies Clinic,"Raleigh, North Carolina / 27617",3014421281.0,Registered
Duke University Medical Center,"Durham, North Carolina / 27710",3002663011.0,Registered
Duke University Robertson GMP Laboratory,"Durham, North Carolina / 27705",3016025133.0,Registered
"E & A Labs and Imaging, LLC","Shreveport, Louisiana / 71103",3010094343.0,Registered
E2P4 Labs & Peak Fertility,"Plano, Texas / 75024",3027694633.0,Registered
"EUCYT Laboratories, LLC","Las Vegas, Nevada / 89118",3013913234.0,Inactive
East Bay Fertility Center,"Dublin, California / 94568",3007204436.0,Inactive
East Coast Infertility and IVF PC dba Damien Fertility Partners,"Shrewsbury, New Jersey / 07702",3003945108.0,Registered
East Jefferson General Hospital,"Metairie, Louisiana / 70006",3004580190.0,Inactive
"East Tennessee Fertility, IVF and Andrology Center","Knoxville, Tennessee / 37923",3005233700.0,Inactive
East Tennessee Lions Eye Bank,"Knoxville, Tennessee / 37931",3002689373.0,Registered
Eastern Regional Medical Center,"Philadelphia, Pennsylvania / 19124",3005437982.0,Inactive
Eden Centers for Advanced Fertility,"Newport Beach, California / 92660",3015986578.0,Inactive
"Eden Centers for Advanced Fertility, Fullerton","Fullerton, California / 92835",3016710597.0,Inactive
"Edwin Robins, MD, PS","Spokane, Washington / 99201",3003973134.0,Registered
"Egg Whisperer Labs, LLC","San Ramon, California / 94583",3032475920.0,Registered
"Elite IVF & Fertility Solutions, LLC.","Odessa, Texas / 79761",3023212478.0,Inactive
Elite IVF Solutions,"Weston, Florida / 33326",3045189653.0,Registered
"Elite Medical, Inc.","Burnsville, Minnesota / 55337",3008530287.0,Inactive
"Elite Medical, Inc.","Omaha, Nebraska / 68154",3008531721.0,Inactive
Ember Fertility Center,"Laguna Hills, California / 92653",3019473733.0,Registered
"Embryo Donation International, P.L.","Fort Myers, Florida / 33907",3009752081.0,Registered
"Embryology Laboratory, LLC","Frontenac, Missouri / 63131",3030265670.0,Registered
Emory Reproductive Center,"Atlanta, Georgia / 30308",3003935810.0,Registered
"Emory University Hospital, Center for Transfusion & Cellular Therapies","Atlanta, Georgia / 30322-1064",1070021.0,Registered
Empire Medical Practice PC,"New York, New York / 10011",3016708524.0,Inactive
"Empire State Medical Practice, PC DBA Kindbody of New York Medical Practice","New York, New York / 10016",3018112123.0,Registered
Empower Fertility Labs LLC,"Santa Barbara, California / 93105",3020118190.0,Registered
Encytera Labs LLC,"Irving, Texas / 75063",3043022856.0,Registered
Envision Sight Inc.,"Boise, Idaho / 83704",3006040855.0,Registered
Envita Natural Medical Center,"Scottsdale, Arizona / 85260",2000006205.0,Inactive
Eone Laboratories,"Incheon, / 22014",3012094568.0,Registered
Era Embryos LLC,"Austin, Texas / 78756",3028170584.0,Inactive
"Eurofins CellTx, LLC.","Tucson, Arizona / 85747",3025981313.0,Registered
"Eurofins Donor & Product Testing, LLC, Denver","Centennial, Colorado / 80112",1000477683.0,Registered
Eurofins Lancaster Laboratories LLC,"Lancaster, Pennsylvania / 17601",2513291.0,Registered
European Sperm Bank ApS,"Copenhagen N, / 2200",3004962047.0,Inactive
Evanston Hospital,"Evanston, Illinois / 60201",1473456.0,Registered
Eversight,"Middletown, Connecticut / 06457",3002291793.0,Inactive
Eversight,"Chicago, Illinois / 60608",3001451642.0,Registered
Eversight,"Ann Arbor, Michigan / 48108",3000718321.0,Registered
Evolved Labs LLC.,"Great Neck, New York / 11024",3017033803.0,Inactive
"Exactech, Inc.","Gainesville, Florida / 32653",1038671.0,Inactive
"Excellos, Incorporated","San Diego, California / 92101",3029740584.0,Inactive
"ExoCel Bio, Inc.","Doylestown, Pennsylvania / 18902",3029064269.0,Registered
"Extend Fertility, LLC","New York, New York / 10019",3013962812.0,Registered
"Eye-Bank for Sight Restoration, Inc.","New York, New York / 10005-3902",3001518811.0,Registered
Ezer Mizion,"Petach Tikvah, / 49210",3002848628.0,Registered
Ezer Mizion Collection Center,"Petach Tikva, / 49210",,Pre-registered
FERTICENT S.R.O,"BRATISLAVA, / 82104",3043798020.0,Registered
FIOR Bioscience,"Sandy, Utah / 84070",3016903567.0,Inactive
"FIV Marbella, S.L.","Marbella, / 29603",3020490469.0,Registered
FONDAZIONE IRCCS ISTITUTO NAZIONALE DEI TUMORI,"MILAN, / 20133",3007125995.0,Registered
"FPG Labs of Austin, LLC","Austin, Texas / 78731",3004554544.0,Registered
"FSAC Fertility, Inc. dba Fertility and Surgical Medical Associates of California","Thousand Oaks, California / 91360",3003941356.0,Registered
Faculty Physicians and Surgeons of LLUSM,"Loma Linda, California / 92354",3003942532.0,Registered
"Fairfax Cryobank, Inc.","San Francisco, California / 94107",3003110346.0,Inactive
"Fairfax Cryobank, Inc. - Austin","Austin, Texas / 78705",3005033855.0,Registered
"Fairfax Cryobank, Inc. - Fairfax","Fairfax, Virginia / 22031",3004731690.0,Registered
"Fairfax Cryobank, Inc. - Houston","Houston, Texas / 77004",3011417016.0,Registered
"Fairfax Cryobank, Inc. - Miami","Miami, Florida / 33173",3023068399.0,Registered
"Fairfax Cryobank, Inc. - Pasadena","Pasadena, California / 91101",3005108367.0,Registered
"Fairfax Cryobank, Inc. - Philadelphia","Philadelphia, Pennsylvania / 19104",3005287828.0,Registered
"Fairfax Cryobank, Inc. - Roseville","Roseville, Minnesota / 55113",3000243835.0,Registered
"Fairfax EggBank, Inc.","Fairfax, Virginia / 22031",3003140045.0,Registered
FamiCord AG,"Leipzig, / D-04103",3004141298.0,Registered
"Family Beginnings, PC","Indianapolis, Indiana / 46256",3004474381.0,Registered
Family Fertility Center,"Bethlehem, Pennsylvania / 18017",3003939664.0,Registered
Family Fertility Center,"Houston, Texas / 77030",3003926820.0,Registered
Family Fertility Center - IVF,"The Woodlands, Texas / 77384",,Inactive
Ferny,"NEW YORK, New York / 10017",3016687850.0,Registered
Ferny Vienna,"1010 Vienna, /",3018820049.0,Inactive
Fertidonors Egg & Sperm Bank,"panama, / 00000",3039525427.0,Registered
Fertidonors Egg & Sperm Bank,"PANAMA, / 00000",,Pre-registered
"FertilTree Pvt. Ltd, Jaslok-FertilTree International Fertility Centre","Mumbai, / 400026",3027684701.0,Registered
Fertility & Cryogeinc Lab / Oak Brook Center for Health,"Chicago, Illinois / 60623",3009984584.0,Inactive
Fertility & Cryogenics Lab,"Downers Grove, Illinois / 60516",3006597663.0,Registered
Fertility & Cryogenics Lab @ Wiess,"Chicago, Illinois / 60640",3011691502.0,Inactive
Fertility & Genetics - LIFE Laboratories,"Plantation, Florida / 33324",3004586714.0,Inactive
"Fertility Answers, LLC","Lafayette, Louisiana / 70508",3017872058.0,Registered
"Fertility Associates of Memphis, PLLC","Memphis, Tennessee / 38120-2363",3005682148.0,Registered
Fertility Care / IVF Laboratory of Central Florida,"Winter Park, Florida / 32792",3004513908.0,Registered
Fertility Care of Orange County,"Brea, California / 92821",3005916326.0,Registered
Fertility Center Cancun,"Cancun, / 77503",3011828840.0,Registered
Fertility Center and Applied Genetics of Florida,"Sarasota, Florida / 34233",3003926612.0,Registered
Fertility Center of Dallas,"Dallas, Texas / 75246",3009081566.0,Inactive
"Fertility Center of Maryland, P.A.","Towson, Maryland / 21204",3003937480.0,Inactive
Fertility Center of Northwest Ohio,"Toledo, Ohio / 43606",3005056107.0,Inactive
Fertility Center of the Carolinas,"Greenville, South Carolina / 29605",3003935952.0,Registered
Fertility Center of the Carolinas - Parkridge,"Columbia, South Carolina / 29212",3030591281.0,Registered
"Fertility Center, LLC","Chattanooga, Tennessee / 37421",3005093960.0,Registered
"Fertility Center, LLC","Knoxville, Tennessee / 37922",3010125585.0,Registered
Fertility Centers of Arizona,"Scottsdale, Arizona / 85258",3008298964.0,Inactive
Fertility Centers of Illinois,"Chicago, Illinois / 60610",3004744098.0,Registered
Fertility Centers of New England,"Reading, Massachusetts / 01867",3003135821.0,Registered
"Fertility Centers of Orange County, A Medical Group, Inc.","Irvine, California / 92614",3006603559.0,Registered
"Fertility Institute Reproductive Laboratory, Inc","La Jolla, California / 92037",3011080049.0,Registered
"Fertility Institute of CA., Inc","Berkley, California / 94705",3005208420.0,Inactive
"Fertility Institute of California, Inc.","Walnut Creek, California / 94598",3004822742.0,Inactive
Fertility Institute of New Orleans,"Metairie, Louisiana / 70001",3003947257.0,Registered
Fertility Institute of New Orleans,"Baton Rouge, Louisiana / 70809",3014281596.0,Inactive
Fertility Institute of North Alabama,"Huntsville, Alabama / 35801",3016786608.0,Registered
Fertility Lab Sciences of Orange County,"Newport Beach, California / 92660",3010944261.0,Registered
"Fertility Labs of Colorado, LLC","Lone Tree, Colorado / 80124",3005811913.0,Registered
Fertility Solutions PC,"Dedham, Massachusetts / 02026",3008503655.0,Inactive
Fertility Specialist of Texas-Lubbock,"Lubbock, Texas / 79424",3004512666.0,Registered
"Fertility Specialists Medical Group, Inc.","San Diego, California / 92123",3005238926.0,Registered
Fertility Specialists of Texas,"Plano, Texas / 75024",3006601542.0,Registered
Fertility Treatment Center,"Tempe, Arizona / 85284",3003942362.0,Registered
"Fertility Unlimited, Inc.","Akron, Ohio / 44304",3007789105.0,Registered
Fertility and Advanced Reproductive Medicine,"Dallas, Texas / 75390-8539",3006663136.0,Registered
Fertility and Gynecology Center,"Monterey, California / 93940",3003969216.0,Registered
"Fertility and IVF Center of Miami, Inc.","Miami, Florida / 33176",3003926616.0,Registered
Fertty International,"Barcelona, / 08010",3014748137.0,Inactive
Fiona Stanley Hospital,"Murdoch, / WA 6150",3011414111.0,Registered
Fisch Ltd dba Green Valley Fertility Partners,"Henderson, Nevada / 89052",3010953558.0,Registered
Florida Fertility Institute,"Clearwater, Florida / 33759",3004586701.0,Registered
Florida Institute for Reproductive Medicine,"Jacksonville, Florida / 32207",3003926648.0,Registered
Florida Institute for Reproductive Sciences and Technologies,"Weston, Florida / 33326-3257",3004516706.0,Registered
Florida Lions Eye Bank,"Miami, Florida / 33136",1000025033.0,Registered
Florida Stemcell Research,"Naples, Florida / 34110",3014658137.0,Inactive
Fort Worth Fertility - Texas Reproductive Center,"Fort Worth, Texas / 76104",3007787721.0,Inactive
Fortis Memorial Research Institute,"Gurgaon, Haryana, / 122002",3009503553.0,Inactive
"Foulk Nevada Fertility Center, PC","Las Vegas, Nevada / 89118-1896",3005339958.0,Registered
Foundation for Cell Gene and Tissue Innovations,"SAN ANTONIO, TEXAS, Texas / 78249",3013225099.0,Registered
"Francis Polansky, M.D., Inc","Palo Alto, California / 94306",3009122683.0,Registered
Franciscan Health Indianapolis,"Indianapolis, Indiana / 46237",1871527.0,Registered
Fred Hutchinson Cancer Center,"Seattle, Washington / 98109",3002813078.0,Registered
Fred Hutchinson Cancer Research Center,"Seattle, Washington / 98109-1024",3004016112.0,Inactive
Fremont Fertility DBA CCRM Chicago,"Chicago, Illinois / 60606",3035195011.0,Registered
Friberg Medical Associates,"Glencoe, Illinois / 60022",3005050291.0,Inactive
Friberg Medical Associates,"Glencoe, Illinois / 60022",3005050296.0,Inactive
Froedtert Hospital Reproductive Medicine Center,"Menomonee Falls, Wisconsin / 53051",3003241162.0,Registered
Froedtert Memorial Lutheran Hospital,"Milwaukee, Wisconsin / 53226",3003981963.0,Registered
"Frontier Biologics, LLC","Waco, Texas / 76712",3018748915.0,Registered
"Fundacion Comparte Vida, A.C.","Mexico City, D.F., / 07760",3006216356.0,Inactive
Fundacion de Beneficiencia Publica DKMS,"Providencia, /",3039019404.0,Registered
G3 Wound Care,"West Monroe, Louisiana / 71291",3014737488.0,Inactive
"GENES Fertility Institute, Inc.","San Juan, / 00918",3006397527.0,Registered
GENESIS CENTRO DE ASSISTENCIA EM REPRODUC?O HUMANA LTDA,"BRASÍLIA, / 70390700",3010493170.0,Inactive
"GENNET, s.r.o.","Prague 7, / 17000",3012340293.0,Registered
"GEV Co., Ltd.","CHUNGCHEONGBUK-DO, / 27733",3010501626.0,Registered
GGRC( GEORGIAN GERMAN REPRODUCTIVE CENTER),"TBILISI, / 0179",3020080046.0,Inactive
GI Accelerate Memphis LLC,"Memphis, Tennessee / 38118",3006500433.0,Registered
"GIVFF, LLC d/b/a GIVF Fertility","Fairfax, Virginia / 22031",3032385972.0,Registered
GREENPIA TECHNOLOGY INC,"Gyeonggi-do, / 12641",3002807112.0,Registered
GREFI,"Coto Laurel, / 00780",3004841580.0,Registered
GW Medical Faculty Associates,"Washington, District of Columbia / 20037",3004732061.0,Inactive
Gago Center for Fertility / Gago IVF,"Brighton, Michigan / 48114",3006651867.0,Registered
Garcia Laboratories LLC,"Albuquerque, New Mexico / 87110",3012222381.0,Inactive
Geisinger Medical Center,"Danville, Pennsylvania / 17822-0131",2571086.0,Registered
Geisinger Medical Center,"Danville, Pennsylvania / 17822-2920",3003940593.0,Registered
Geisinger Wyoming Valley Medical Center,"Wilkes-Barre, Pennsylvania / 18711",2577651.0,Registered
Gen5 Fertility,"San Diego, California / 92121",3014745310.0,Registered
Gencure Center for Apheresis and Therapeutic Services (CATS),"San Antonio, Texas / 78201",3010056215.0,Inactive
Generation Next Fertility,"New York, New York / 10022",3013676494.0,Registered
Genesis Clinical Laboratory,"Berwyn, Illinois / 60402-3471",1470335.0,Inactive
Genesis Fertility & Reproductive Medicine,"Brooklyn, New York / 11204",3003972326.0,Registered
Genetech Inc,"San Diego, California / 92109",3013306140.0,Inactive
Genetics & IVF Institute,"Fairfax, Virginia / 22031",3004732079.0,Inactive
"Genetics and Fertility Centers, PLLC","Vancouver, Washington / 98686",3010316988.0,Inactive
Genova IVF & Fertility Centre,"Lahore, / 54660",3018786441.0,Inactive
"Genprime California, LLC","Anaheim, California / 92801",3031962839.0,Registered
George Washington University,"Washington, District of Columbia / 20037",3004733203.0,Inactive
Georgia Center for Reproductive Medicine,"Savannah, Georgia / 31405",3005289937.0,Registered
"Georgia Eye Bank, Inc.","Atlanta, Georgia / 30342",3001237886.0,Registered
Georgia Reproductive Specialists LLC,"Atlanta, Georgia / 30342",3003935864.0,Registered
German Red Cross Blood Service,"Frankfurt, / D-60528",3004618403.0,Registered
Gift of Life Marrow Registry,"Boca Raton, Florida / 33487",3004513916.0,Registered
"Give Legacy - New Jersey, LLC","Hoboken, New Jersey / 07030",3024743004.0,Registered
"Give Legacy - San Mateo, LLC","San Mateo, California / 94404",3023034085.0,Inactive
Give Legacy- Texas LLC,"San Antonio, Texas / 78258-4860",3017125075.0,Inactive
"Global Fertility & Genetics, NY","New York, New York / 10022",3013389992.0,Registered
Global IVF,"Chicago, Illinois / 60611",3010156060.0,Inactive
Global Premier Fertility-Orange County LLC dba RISE Fertility,"Newport Beach, California / 92663",3018118424.0,Registered
"Glueck MD, LLC","Highland Park, Illinois / 60035",3016775331.0,Inactive
Goal Therapeutics,"Gainesville, Georgia / 30504",3017828996.0,Inactive
Gold Coast IVF,"Woodbury, New York / 11797",3010436541.0,Registered
"Gonadal Tissue Processing Suite, Ann & Robert H. Lurie Children's Hospital of Chicago","Chicago, Illinois / 60611",3017723221.0,Registered
Gramercy Fertility Services,"New York, New York / 10010",3007343484.0,Inactive
"Grand Rapids Fertility & IVF, P.C.","Grand Rapids, Michigan / 49503",3004129559.0,Inactive
"Great Plains Lions Eye Bank, Inc.","Lubbock, Texas / 79430",3001238028.0,Inactive
Greater Delaware Valley Society of Transplant Surgeons,"Hershey, Pennsylvania / 17033",3003475732.0,Registered
"Greenwich Fertility & IVF Center, P.C.","Greenwich, Connecticut / 06830",3007656673.0,Registered
Grifols Bio Supplies Inc.,"Miami, Florida / 33138",1049760.0,Registered
Grifols Bio Supplies Inc.,"Indianapolis, Indiana / 46227",3030749206.0,Registered
Gundersen Fertility Center,"Onalaska, Wisconsin / 54650",3003980879.0,Inactive
"H. Lee Moffitt Cancer Center and Research Institute Hospital, Inc.","Tampa, Florida / 33612",3014740666.0,Registered
HAN Fertility Center,"Havertown, Pennsylvania / 19083",3004465665.0,Inactive
HART FERTILITY INC,"Cape Town, / 8000",3017037285.0,Inactive
"HCA Health Services of Tennessee, Inc. d/b/a TriStar Centennial Medical Center","Nashville, Tennessee / 37203",3005015543.0,Registered
HCA HealthONE Rose-Microbiology Center of Excellence,"Denver, Colorado / 80220",1775213.0,Registered
HCA-HealthONE LLC d/b/a Presbyterian/St. Luke's Medical Center,"Denver, Colorado / 80218",1770151.0,Registered
HFI-Assure Fertility Partners of Houston,"Houston, Texas / 77030",1000543561.0,Registered
HFI-Assure Fertility Partners of Houston,"Houston, Texas / 77063",3005129035.0,Registered
HOPE FERTILITY AND DIAGNOSTIC PRIVATE LIMITED,"KATHMANDU, /",3024055917.0,Inactive
HOSPITAL ALEMAN,"CIUDAD AUTONOMA DE BUENOS AIRE, /",3035351098.0,Inactive
HRC Fertility San Diego,"SanDiego, California / 92121",3023887160.0,Registered
HRC Silicon Valley,"Foster City, California / 94404",3003971457.0,Registered
"HRCFG, LLC d/b/a Innovative Fertility Specialists--An INVOcenter","Birmingham, Alabama / 35242",3020612584.0,Registered
Hackensack University Medical Center,"Hackensack, New Jersey / 07601",3004726780.0,Registered
Hahnemann University Hospital,"Philadelphia, Pennsylvania / 19102",2570864.0,Inactive
Hamilton Health Sciences,"Hamilton, / L8N 3Z5",3001640369.0,Inactive
Hamilton Health Sciences,"Hamilton, Ontario, / L8V 1C3",3004618397.0,Registered
Hanabusa Women's Clinic,"Kobe, / 6500021",3013775424.0,Registered
"Hangzhou Gspmed Medical Appliances Co.,Ltd","Fuyang, / 311400",3004617746.0,Inactive
Hans Biomed Corporation,"Daejeon, / 34054",3003828812.0,Registered
Hart Fertility Center,"The Woodlands, Texas / 77384",3004272066.0,Registered
Harvest IVF Lab,"Arcadia, California / 91007",3016012877.0,Registered
Hawaii Cellular Therapy and Transplant Laboratory,"Honolulu, Hawaii / 96813",2971502.0,Registered
"Hawaii Reproductive Center, Inc","Honolulu, Hawaii / 96813",3004450790.0,Inactive
"Health Network Laboratories, LLC","Allentown, Pennsylvania / 18103",2576261.0,Registered
HealthBanks Biotech Inc,"Rancho Cordova, California / 95670",3007390761.0,Registered
HealthBanks Cord Blood Center Lab,"New Taipei, / 221",3005031651.0,Registered
HealthBanks Mesenchymal Stem Cell Laboratory,"New Taipei, / 221",3011414994.0,Registered
"Healthcare Authority- City of Huntsville, DBA Huntsville Hospital","Huntsville, Alabama / 35801-4421",3008934471.0,Inactive
Healthcord Cryogenics Corporation,"Vancouver, / V5R 5T5",3013564000.0,Registered
"Heartland Center for Reproductive Medicine of Kansas, PA","Overland Park, Kansas / 66211",3004529914.0,Registered
"Heartland Center for Reproductive Medicine, PC","Omaha, Nebraska / 68138",3004562631.0,Registered
Heartland Laboratory and Andrology Services,"Indianapolis, Indiana / 46260",3005889028.0,Inactive
"Heartland Pathology Diagnostics, LLC.","Wichita, Kansas / 67226",3013677101.0,Inactive
Helsinki University Central Hospital,"Helsinki, / 00029 HUS",3002812218.0,Inactive
Hema-Quebec,"Saint-Laurent, Quebec, / H4R 2W7",3003990193.0,Inactive
"Hematology, Oncology and Transfusion Medicine center, Vilnius University Hospital, Santariskiu Clini","Vilnius, / 08661",3010494324.0,Inactive
"Hematology/ Oncology Clinic, Department of Medicine","Bethesda, Maryland / 20889",3006405478.0,Registered
Hematopoetische Stamcellenbank UZ Gent,"Gent, / 9000",3011414240.0,Registered
Hematopoietic Cell Bank,"Brussels, / 1090",3006216298.0,Registered
Hematopoietic Progenitor Cell Laboratory,"Syracuse, New York / 13210",3000718050.0,Registered
"Hemogenyx, LLC","Buffalo, New York / 14203",3011400028.0,Inactive
Henkel AG & Co. KGaA,"Düsseldorf, / 40589",,Inactive
Henry Ford Health/Henry Ford Cancer,"Detroit, Michigan / 48202-2608",1876141.0,Registered
Henry Ford Reproductive Medicine,"Troy, Michigan / 48083",3004532862.0,Inactive
"Herbert Wertheim Cancer Institute, part of Baptist Health South Florida","Miami, Florida / 33176",3012589626.0,Registered
Highland Park IVF Center Laboratory-Aparent IVF,"Northbrook, Illinois / 60062",3003966285.0,Registered
"Highlander Factory, Inc","Newark, New Jersey / 07103",3018119825.0,Inactive
Hope Biosciences,"Sugar Land, Texas / 77478",3013749915.0,Inactive
Hope Fertility Clinic Ltd.,"Central Business District, / CBD 2010",3022485923.0,Registered
Hope Fertility LLC,"Alpharetta, Georgia / 30022",3018693324.0,Registered
"Hospital ""Casa Sollievo della Sofferenza""","San Giovanni Rotondo, / 71013",3008298272.0,Registered
Hospital Clinic Barcelona,"Barcelona, / 08036",3004731545.0,Inactive
Hospital Clinico Universitario,"Valencia, / 46010",3004731542.0,Registered
Hospital Clínico Universitario Virgen de la Arrixaca,"El Palmar (Murcia), / 30120",3011414279.0,Registered
Hospital General Universitario Gregorio Maranon,"Madrid, / 28007",3013666872.0,Registered
Hospital Germans Trias Pujol,"Barcelona, / 08916",3004731548.0,Inactive
Hospital Marques De Valdecilla- Banco de Sangre y Tejidos de Cantabria,"Santander, / 39008",3004731541.0,Inactive
Hospital Morales Meseguer,"Murcia, / 30008",3004731587.0,Registered
Hospital Of The Univ Of Pa.,"Philadelphia, Pennsylvania / 19104",2571117.0,Registered
Hospital Regional Universitario de Malaga,"Malaga, / 29010",3011419242.0,Inactive
Hospital Reina Sofia. Hematology Department.,"Cordoba, / 14004",3004731544.0,Inactive
Hospital Universitario Virgen Del Rocio,"Sevilla, / 41013",3004005228.0,Inactive
Hospital Universitario de Canarias,"S/C de Tenerife, / 38320",3005042262.0,Inactive
Hospital of The University of Pennsylvania-Reproductive Surgical Facility Penn Fertility Care,"Philadelphia, Pennsylvania / 19104",3004623088.0,Registered
Houston Fertility Center,"Houston, Texas / 77024",3004554679.0,Registered
Houston IVF (dba CCRM Houston),"Houston, Texas / 77024",3004554702.0,Registered
"Houston Methodist Urology Associates, Andrology Lab","Houston, Texas / 77030",,Pre-registered
"Hoxworth Blood Center, University of Cincinnati","Cincinnati, Ohio / 45267-0055",1570969.0,Registered
"Hudson Valley Fertility, PLLC","Fishkill, New York / 12524",3008286979.0,Registered
Humabiologics Inc.,"Phoenix, Arizona / 85034",3020650905.0,Registered
"Humacyte, Inc","Dayton, Ohio / 45420",3010656181.0,Inactive
Human Applications Laboratory-Michigan Institute for Clinical Health Research,"Ann Arbor, Michigan / 48109-0108",3003821454.0,Inactive
Human Regenerative Technologies LLC,"El Segundo, California / 90245",3010712680.0,Inactive
Hunter Biotech,"West Monroe, Louisiana / 71291",3027380769.0,Registered
