entity_id,num_source_files,source_files,company_name,cik,source_record_id,address_street,address_city,address_state,address_zip,address_country,source_name,website_url,contact_name,contact_email,phone,notes,company_status,stage,one_liner,is_gmp_facility,address_street_status,contact_name_status,contact_email_status,is_gmp_facility_status
ENT-000011,2,biopharmguy_cmos_standardized.csv; fda_drug_registration_standardized.csv,LIFE SCIENCE OUTSOURCING,,7aee7e58204c4582,830 Challenger Street,Brea,CA,92821,US,biopharmguy_cmos,https://lso-inc.com/,Mireya Lozano,mlozano@lso-inc.com,,,,,,explicit_gmp,,,,found_via_fallback_search
ENT-000012,1,biopharmguy_cmos_standardized.csv,LIST BIOLOGICAL LABORATORIES,,c830e80a265c056a,540 Division St,Campbell,CA,,US,biopharmguy_cmos,https://listlabs.com/,,info@listlabs.com,,,,,,explicit_gmp,found_via_fallback_search,"no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)",found_via_fallback_search,found_via_fallback_search
ENT-000013,2,biopharmguy_cmos_standardized.csv; fda_drug_registration_standardized.csv,ARGONAUT MANUFACTURING SERVICES,,e9fd0f44f82ff574,2841 Loker Avenue East,Carlsbad,CA,92010,US,biopharmguy_cmos,https://www.argonautms.com/,Leigh Amini,leigh@argonautms.com,,,,,,explicit_gmp,,,,extracted
ENT-000014,2,biopharmguy_cmos_standardized.csv; fda_drug_registration_standardized.csv,CARLSBAD TECHNOLOGY,,a14c72213bcc821a,5922 FARNSWORTH CT,Carlsbad,CA,92008,US,biopharmguy_cmos,http://carlsbadtech.com/,Simon Law,regulatory@carlsbadtech.com,,,,,,explicit_gmp,,,,extracted
ENT-000015,2,biopharmguy_cmos_standardized.csv; biopharmguy_cros_standardized.csv,DCN DX,,7650daa288131def,3193 Lionshead Ave Suite 200,Carlsbad,CA,,US,biopharmguy_cmos,https://dcndx.com/,,customercare@dcndx.com,,,,,,explicit_gmp,extracted,"checked_pages_not_found (pages_checked=8,fetched_ok=8,total_text_chars=47329)",extracted,extracted
ENT-000016,2,biopharmguy_cmos_standardized.csv; biopharmguy_cros_standardized.csv,EXONBIO,,936316d26e926da9,"5950 Priestly Dr, Suite 101",Carlsbad,CA,,US,biopharmguy_cmos,https://exonbio.com/,,info@exonbio.com,,,,,,no_explicit_gmp,extracted,"checked_pages_not_found (pages_checked=8,fetched_ok=8,total_text_chars=34027)",extracted,extracted
ENT-000017,2,biopharmguy_cmos_standardized.csv; biopharmguy_cros_standardized.csv,GILERO,,5ca064279a4870ee,"4319 S. Alston Ave, Ste 100, Durham, NC 27713 USA",Carlsbad,CA,,US,biopharmguy_cmos,https://www.gilero.com/,"James Fentress, Director, Research, Development, and Regulatory Policy",jfentress@gilero.com,,,,,,explicit_gmp,extracted,found_via_fallback_search,found_via_fallback_search,found_via_fallback_search
ENT-000018,1,biopharmguy_cmos_standardized.csv,MILLIPORESIGMA,,e6ee5f4013228267,2827 Whiptail Loop W,Carlsbad,CA,,US,biopharmguy_cmos,https://www.sigmaaldrich.com/US/en,,,,,,,,explicit_gmp,found_via_fallback_search,"no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)","no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)",found_via_fallback_search
ENT-000019,1,biopharmguy_cmos_standardized.csv,TRUE DIAGNOSTICS,,dab8ceec75bb1d65,5919 Farnsworth Court,Carlsbad,CA,,US,biopharmguy_cmos,https://truediag.com/,Jerry Lee,info@truediag.com,,,,,,explicit_gmp,extracted,found_via_fallback_search,extracted,found_via_fallback_search
ENT-000020,1,biopharmguy_cmos_standardized.csv,FREUDENBERG MEDICAL,,88a29b8d58a8e67a,1110 Mark Avenue,Carpinteria,CA,,US,biopharmguy_cmos,https://www.freudenbergmedical.com/,,,,,,,,explicit_gmp,found_via_fallback_search,"checked_pages_not_found (pages_checked=8,fetched_ok=8,total_text_chars=94554)","checked_pages_not_found (pages_checked=8,fetched_ok=8,total_text_chars=94554)",found_via_fallback_search
ENT-000021,1,biopharmguy_cmos_standardized.csv,SOHM,,ceec6f63f80651df,"4195 Chino Hills Pkwy, Ste. # 675",Chino Hills,CA,,US,biopharmguy_cmos,https://sohm.com/,Shailesh Shah,[email protected],,,,,,explicit_gmp,extracted,extracted,extracted,extracted
ENT-000022,1,biopharmguy_cmos_standardized.csv,RESONETICS,,14b6521f4479675b,"602 Cantrill Dr, Davis, CA 95618",Davis,CA,,US,biopharmguy_cmos,https://resonetics.com/,,info@resonetrics.com,,,,,,,found_via_fallback_search,"no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)",found_via_fallback_search,"no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)"
ENT-000023,1,biopharmguy_cmos_standardized.csv,NUTCRACKER THERAPEUTICS,,ef4eb844231645e6,"5858 Horton Street, Suite 540",Emeryville,CA,,US,biopharmguy_cmos,https://www.nutcrackerx.com/,,nutcrackerx@bill.com,,,,,,explicit_gmp,found_via_fallback_search,"no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)",found_via_fallback_search,found_via_fallback_search
ENT-000024,1,biopharmguy_cmos_standardized.csv,APPLIED VIROMICS,,f118ef3f7fb3bb0b,48521 Warm Springs Blvd Suite 306,Fremont,CA,,US,biopharmguy_cmos,https://www.appliedviromics.com/,,info@appliedviromics.com,,,,,,no_explicit_gmp,extracted,"checked_pages_not_found (pages_checked=3,fetched_ok=3,total_text_chars=8298)",extracted,extracted
ENT-000025,2,biopharmguy_cmos_standardized.csv; biopharmguy_cros_standardized.csv,BIONOVA SCIENTIFIC,,60cae1baed608e2f,"3288 Laurelview Ct, Fremont, CA 94538",Fremont,CA,,US,biopharmguy_cmos,https://bionovascientific.com/,,,,,,,,explicit_gmp,found_via_fallback_search,"no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)","no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)",found_via_fallback_search
ENT-000026,2,biopharmguy_cmos_standardized.csv; biopharmguy_therapeutics_standardized.csv,BOEHRINGER INGELHEIM,,7b3249d8de72b42f,"6701 Kaiser Dr, Fremont, CA 94555",Fremont,CA,,US,biopharmguy_cmos,https://www.boehringer-ingelheim.com/,,,,,,,,,found_via_fallback_search,"no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)","no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)","no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)"
ENT-000027,1,biopharmguy_cmos_standardized.csv,CONFLUENT MEDICAL TECHNOLOGIES,,1855fc67f2daff1f,"6263 N Scottsdale Road, Suite 224",Fremont,CA,,US,biopharmguy_cmos,https://confluentmedical.com/,"Dean Schauer Director, Chief Executive Officer & President",sales@confluentmedical.com,,,,,,no_explicit_gmp,extracted,extracted,found_via_fallback_search,extracted
ENT-000028,1,biopharmguy_cmos_standardized.csv,VIANT MEDICAL,,9e398e16dc1f0966,47225 Fremont Boulevard,Fremont,CA,,US,biopharmguy_cmos,https://viantmedical.com/,,info@viantmedical.com,,,,,,explicit_gmp,found_via_fallback_search,"no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)",found_via_fallback_search,found_via_fallback_search
ENT-000029,1,biopharmguy_cmos_standardized.csv,UNITED PHARMACEUTICAL,,d6c0ae0f945a2a07,2317 Moore Avenue,Fullerton,CA,,US,biopharmguy_cmos,https://www.unitedpharmallc.com/,"BILL WANG, PRESIDENT",,,,,,,explicit_gmp,found_via_fallback_search,extracted,"checked_pages_not_found (pages_checked=4,fetched_ok=4,total_text_chars=6661)",extracted
ENT-000030,2,biopharmguy_cmos_standardized.csv; biopharmguy_cros_standardized.csv,CHARLES RIVER LABORATORIES,,50e3b382c590c2e3,1000 Park Center Dr,Hollister,CA,,US,biopharmguy_cmos,https://www.criver.com/,,,,,,,,,found_via_fallback_search,"no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)","no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)","no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)"
ENT-000031,1,biopharmguy_cmos_standardized.csv,BREVET,,54a9b0bcc770b9ce,21571 Surveyor Circle,Huntington Beach,CA,,US,biopharmguy_cmos,https://www.brevet.com/,,info@brevet.com,,,,,,explicit_gmp,found_via_fallback_search,"checked_pages_not_found (pages_checked=8,fetched_ok=8,total_text_chars=128426)",extracted,found_via_fallback_search
ENT-000032,1,biopharmguy_cmos_standardized.csv,ALTAVIZ,,207639ef6402f90f,"13766 Alton Pkwy #143, Irvine, CA 92618",Irvine,CA,,US,biopharmguy_cmos,https://www.altaviz.com/,,,,,,,,,found_via_fallback_search,"no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)","no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)","no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)"
ENT-000033,1,biopharmguy_cmos_standardized.csv,PRO-DEX,,1884d1bfb2d87e9c,2361 McGaw Avenue,Irvine,CA,,US,biopharmguy_cmos,https://www.pro-dex.com/,,sales@pro-dex.com,,,,,,no_explicit_gmp,extracted,"checked_pages_not_found (pages_checked=6,fetched_ok=6,total_text_chars=40049)",extracted,extracted
ENT-000034,1,biopharmguy_cmos_standardized.csv,SIEGFRIED,,7bf0ed0ed6f2f2b5,Untere Brühlstrasse 4,Irvine,CA,,US,biopharmguy_cmos,https://www.siegfried.ch/,Peter Stierli Head Corporate Communications,info@siegfried-amp.com,,,,,,explicit_gmp,extracted,extracted,found_via_fallback_search,extracted
ENT-000035,2,biopharmguy_cmos_standardized.csv; biopharmguy_cros_standardized.csv,STASON PHARMACEUTICALS,,3fa40b2ab0a898e2,11 Morgan,Irvine,CA,,US,biopharmguy_cmos,https://stasonpharma.com/,,info@stason.com,,,,,,explicit_gmp,extracted,"checked_pages_not_found (pages_checked=7,fetched_ok=7,total_text_chars=19864)",extracted,extracted
ENT-000036,1,biopharmguy_cmos_standardized.csv,MARMAN INDUSTRIES,,89fa993234a28bee,1701 Earhart Court,La Verne,CA,,US,biopharmguy_cmos,https://www.marman.com/,,info@marman.com,,,,,,explicit_gmp,extracted,"checked_pages_not_found (pages_checked=8,fetched_ok=8,total_text_chars=23006)",extracted,extracted
ENT-000037,1,biopharmguy_cmos_standardized.csv,CONFLUENT MEDICAL TECHNOLOGIES,,c61ea9d3b7952296,"6263 N Scottsdale Road, Suite 224",Laguna Niguel,CA,,US,biopharmguy_cmos,https://confluentmedical.com/,"Dean Schauer Director, Chief Executive Officer & President",sales@confluentmedical.com,,,,,,no_explicit_gmp,extracted,extracted,found_via_fallback_search,extracted
ENT-000038,2,biopharmguy_cmos_standardized.csv; biopharmguy_cros_standardized.csv,GENZUM LIFE SCIENCES,,bfc5eabebbc5f144,"9665 Wilshire Blvd, Suite 430",Los Angeles,CA,,US,biopharmguy_cmos,https://genzum.com/,Chris K. Achar,info@genzum.com,,,,,,no_explicit_gmp,extracted,extracted,extracted,extracted
ENT-000039,1,biopharmguy_cmos_standardized.csv,PLD PHARMA SERVICES,,5e3c190a2296e38b,"200 Hicks Street Westbury, NY 11590",Lynwood,CA,,US,biopharmguy_cmos,https://www.pldpharma.com/,"Jeffrey Speicher Commercial General Manager, Contract Services",jspeicher@pldevelopments.com,,,,,,explicit_gmp,extracted,extracted,extracted,extracted
ENT-000040,1,biopharmguy_cmos_standardized.csv,CS BIO,,3dcd48e3a922d49f,915 Linda Vista Ave,Menlo Park,CA,,US,biopharmguy_cmos,https://www.csbio.com/,,instrument@csbio.com,,,,,,explicit_gmp,extracted,"checked_pages_not_found (pages_checked=4,fetched_ok=4,total_text_chars=26448)",extracted,extracted
ENT-000041,1,biopharmguy_cmos_standardized.csv,APPLIED STEMCELL,,d4c4d03a82d82063,"521 Cottonwood Dr, Suite #111, Milpitas, CA 95035, USA",Milpitas,CA,,US,biopharmguy_cmos,https://appliedstemcell.com/,,info@appliedstemcell.com,,,,,,explicit_gmp,found_via_fallback_search,"no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)",found_via_fallback_search,found_via_fallback_search
ENT-000042,1,biopharmguy_cmos_standardized.csv,ARTEREX,,a3450e63e8e0461d,"773 Ames Ave, Milpitas, CA 95035",Milpitas,CA,,US,biopharmguy_cmos,https://arterexmedical.com/,,inquiries@arterexmedical.com,,,,,,explicit_gmp,found_via_fallback_search,"no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)",found_via_fallback_search,found_via_fallback_search
ENT-000043,1,biopharmguy_cmos_standardized.csv,CPC SCIENTIFIC,,741f0230c6217036,"1900 McCarthy Blvd, Suite 204",Milpitas,CA,,US,biopharmguy_cmos,https://cpcscientific.com/,,sales@cpcscientific.com,,,,,,explicit_gmp,found_via_fallback_search,"no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)",found_via_fallback_search,found_via_fallback_search
ENT-000044,2,biopharmguy_cmos_standardized.csv; biopharmguy_cros_standardized.csv,STELLARTECH RESEARCH,,65a97940f13ac60b,560 Cottonwood Drive,Milpitas,CA,,US,biopharmguy_cmos,https://www.stellartechresearch.com/,"Roger A. Stern, Ph.D.",info@stellartec.com,,,,,,no_explicit_gmp,extracted,extracted,extracted,extracted
ENT-000045,1,biopharmguy_cmos_standardized.csv,DUKE EMPIRICAL,,e2400b1b012f7732,"18705 Madrone Pkwy, STE 150",Morgan Hill,CA,,US,biopharmguy_cmos,https://www.dukeempirical.com/,,,,,,,,no_explicit_gmp,extracted,"checked_pages_not_found (pages_checked=8,fetched_ok=7,total_text_chars=40057)","checked_pages_not_found (pages_checked=8,fetched_ok=7,total_text_chars=40057)",extracted
ENT-000046,1,biopharmguy_cmos_standardized.csv,BIOPRODUCTION SYSTEMS,,02820dd25fb41867,950-952 Commercial Street,Palo Alto,CA,,US,biopharmguy_cmos,https://www.bioproductionsystems.com/,"Rob Williams, Founder",info@bioproductionsystems.com,,,,,,explicit_gmp,extracted,extracted,extracted,extracted
ENT-000047,1,biopharmguy_cmos_standardized.csv,I PEACE,,165ad3c190b38153,"809 San Antonio Rd, Suite 7",Palo Alto,CA,,US,biopharmguy_cmos,https://ipeace.com/en/,"Koji Tanabe, Ph.D. Founder & CEO",contact@ipeaceinc.com,,,,,,explicit_gmp,found_via_fallback_search,extracted,found_via_fallback_search,extracted
ENT-000048,2,biopharmguy_cmos_standardized.csv; biopharmguy_cros_standardized.csv,DOW DEVELOPMENT LABS,,b5c92792b011525f,1031 North McDowell Blvd.,Petaluma,CA,,US,biopharmguy_cmos,https://www.dowdevelopmentlabs.com/,Karen Hanley,khanley@dowdevelopmentlabs.com,,,,,,explicit_gmp,extracted,extracted,extracted,extracted
ENT-000049,1,biopharmguy_cmos_standardized.csv,ARTEREX,,824089cd846ad8a0,"1043 Serpentine Lane, Suite A, Pleasanton, CA 94566",Pleasanton,CA,,US,biopharmguy_cmos,https://arterexmedical.com/,,inquiries@arterexmedical.com,,,,,,explicit_gmp,found_via_fallback_search,"no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)",found_via_fallback_search,found_via_fallback_search
ENT-000050,1,biopharmguy_cmos_standardized.csv,AMSINO,,0866204a66bb4403,708 Corporate Center Drive,Pomona,CA,,US,biopharmguy_cmos,https://www.amsino.com/,,[email protected],,,,,,explicit_gmp,extracted,"checked_pages_not_found (pages_checked=8,fetched_ok=8,total_text_chars=35429)",extracted,found_via_fallback_search
ENT-000051,2,biopharmguy_cmos_standardized.csv; fda_drug_registration_standardized.csv,PACIFIC BIOPHARMA LOGISTICS,,8cad64e7becca9fd,11895 Community Rd,Poway,CA,92064-7125,US,biopharmguy_cmos,https://www.pacbiolog.com/,Edward Foster,efoster@pacbiolog.com,,,,,,explicit_gmp,,,,extracted
ENT-000052,2,biopharmguy_cmos_standardized.csv; biopharmguy_cros_standardized.csv,SK PHARMTECO,,8e3c22f9acfcb669,"12460 Akron Street, Suite 100",Rancho Cordova,CA,,US,biopharmguy_cmos,https://www.skpharmteco.com/,,skpharmteco@skpt.com,,,,,,explicit_gmp,extracted,"checked_pages_not_found (pages_checked=8,fetched_ok=8,total_text_chars=32105)",extracted,extracted
ENT-000053,1,biopharmguy_cmos_standardized.csv,AB MEDICAL,,eb77a5c3b87331bf,20272 Skypark Drive,Redding,CA,,US,biopharmguy_cmos,https://abmedtech.com/,,mallardinfo@abmedtech.com,,,,,,explicit_gmp,found_via_fallback_search,"no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)",found_via_fallback_search,found_via_fallback_search
ENT-000054,2,biopharmguy_cmos_standardized.csv; biopharmguy_cros_standardized.csv,CODEXIS,,3c256f51e6e9fac4,"200 Penobscot Drive, Redwood City, CA 94063",Redwood City,CA,,US,biopharmguy_cmos,https://www.codexis.com/,,ir@codexis.com,,,,,,explicit_gmp,found_via_fallback_search,"no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)",found_via_fallback_search,found_via_fallback_search
ENT-000055,2,biopharmguy_cmos_standardized.csv; biopharmguy_cros_standardized.csv,JOINN BIOLOGICS,,4f115c8f4e49406b,2600 Hilltop Dr. Building L,Richmond,CA,,US,biopharmguy_cmos,https://www.joinnbio.com/,Dr. YuXia Feng,info@joinnbio.com,,,,,,explicit_gmp,extracted,extracted,extracted,extracted
ENT-000056,2,biopharmguy_cmos_standardized.csv; biopharmguy_cros_standardized.csv,ABEOMICS,,7d779fdc8f2b03c3,9853 Pacific Heights Blvd. Suite D.,San Diego,CA,,US,biopharmguy_cmos,https://www.abeomics.com/,"Gita Singh, Ph.D.",info@abeomics.com,,,,,,no_explicit_gmp,extracted,extracted,extracted,extracted
ENT-000057,1,biopharmguy_cmos_standardized.csv,AJINOMOTO BIO-PHARMA SERVICES,,fcccfea9cd267a26,3900 Gantz Road,San Diego,CA,,US,biopharmguy_cmos,https://www.ajibio-pharma.com/,,hello@forgebiologics.com,,,,,,explicit_gmp,extracted,"checked_pages_not_found (pages_checked=8,fetched_ok=8,total_text_chars=8428)",extracted,extracted
ENT-000058,2,biopharmguy_cmos_standardized.csv; biopharmguy_therapeutics_standardized.csv,ARTIS BIOSOLUTIONS,,432cfeeb243e93b5,"5505 Morehouse Drive, Suite 100, San Diego, CA 92121",San Diego,CA,,US,biopharmguy_cmos,https://artisbiosolutions.com/,,inquiries@artisbiosolutions.com,,,,,,explicit_gmp,found_via_fallback_search,"no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)",found_via_fallback_search,found_via_fallback_search
ENT-000059,2,biopharmguy_cmos_standardized.csv; biopharmguy_therapeutics_standardized.csv,ASCENTX MEDICAL,,b5417fe2bbc826b3,"6190 Cornerstone Court East, Suite 230",San Diego,CA,,US,biopharmguy_cmos,https://ascentxmedical.com/,Larry Braga,,,,,,,explicit_gmp,extracted,extracted,"checked_pages_not_found (pages_checked=6,fetched_ok=6,total_text_chars=55987)",extracted
ENT-000060,2,biopharmguy_cmos_standardized.csv; biopharmguy_cros_standardized.csv,BORA BIOLOGICS,,0ab93f533b69bc92,"10394 Pacific Center Court, San Diego, CA 92121 USA",San Diego,CA,,US,biopharmguy_cmos,https://www.borabiologics.com/,,,,,,,,explicit_gmp,extracted,"checked_pages_not_found (pages_checked=8,fetched_ok=8,total_text_chars=126368)","checked_pages_not_found (pages_checked=8,fetched_ok=8,total_text_chars=126368)",extracted
ENT-000061,1,biopharmguy_cmos_standardized.csv,CIRSIUM BIOSCIENCES,,1c54b63b0833f5a6,9727 Pacific Heights Blvd,San Diego,CA,,US,biopharmguy_cmos,https://cirsiumbio.com/,,info@cirsiumbio.com,,,,,,,found_via_fallback_search,"no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)",found_via_fallback_search,"no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)"
ENT-000062,1,biopharmguy_cmos_standardized.csv,CREATE BIOSCIENCES,,8830f801d60e638f,8320 Miramar Mall,San Diego,CA,,US,biopharmguy_cmos,https://createbiosciences.com/,"Brian Van Hatten, CEO",info@createbiosciences.com,,,,,,no_explicit_gmp,extracted,extracted,extracted,extracted
ENT-000063,1,biopharmguy_cmos_standardized.csv,HYGIA REAGENTS,,4bdc480b9d2872a5,"9530 Padgett St, Suite 108, San Diego, CA 92126",San Diego,CA,,US,biopharmguy_cmos,https://www.hygiareagents.com/,,info@hygiareagents.com,,,,,,explicit_gmp,found_via_fallback_search,"pages_likely_js_rendered (pages_checked=1,fetched_ok=1,total_text_chars=21)",found_via_fallback_search,found_via_fallback_search
ENT-000064,3,biopharmguy_cmos_standardized.csv; biopharmguy_cros_standardized.csv; fda_drug_registration_standardized.csv,NANOCOMPOSIX,,6df128363e86a0d7,"4878 Ronson Ct, Ste J",San Diego,CA,92111,US,biopharmguy_cmos,https://nanocomposix.com/,Rondii Lynberg,rlynberg@fortislife.com,,,,,,explicit_gmp,,,,extracted
ENT-000065,2,biopharmguy_cmos_standardized.csv; biopharmguy_cros_standardized.csv,PCI PHARMA SERVICES,,e08b31c5a5ef0338,"6166 Nancy Ridge Dr, San Diego, CA 92121",San Diego,CA,,US,biopharmguy_cmos,https://pci.com/,,talkfuture@pci.com,,,,,,explicit_gmp,found_via_fallback_search,"no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)",found_via_fallback_search,found_via_fallback_search
ENT-000066,2,biopharmguy_cmos_standardized.csv; biopharmguy_therapeutics_standardized.csv,POLARIS PHARMA,,8ab6366d5b77c5f4,臺北市內湖區瑞光路298號7樓,San Diego,CA,,US,biopharmguy_cmos,https://polarispharma.com/,null,support@polarispharma.com,,,,,,explicit_gmp,extracted,extracted,extracted,extracted
ENT-000067,2,biopharmguy_cmos_standardized.csv; biopharmguy_cros_standardized.csv,POLYPEPTIDE GROUP,,c438226b0dc3a8a3,9395 Cabot Drive,San Diego,CA,,US,biopharmguy_cmos,https://www.polypeptide.com/,,sandiego@polypeptide.com,,,,,,explicit_gmp,found_via_fallback_search,"no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)",found_via_fallback_search,found_via_fallback_search
ENT-000068,1,biopharmguy_cmos_standardized.csv,RESONETICS,,64ec6079f51c2eca,"10540 Heater Court, San Diego, CA 92121",San Diego,CA,,US,biopharmguy_cmos,https://resonetics.com/,,security@resonetics.com,,,,,,,found_via_fallback_search,"no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)",found_via_fallback_search,"no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)"
ENT-000069,2,biopharmguy_cmos_standardized.csv; biopharmguy_cros_standardized.csv,TANVEX BIOPHARMA,,aa1f43dc4da24bdd,"新竹縣竹北市生醫路二段12-2號6樓 6F, No. 12-2, Sec. 2, Shengyi Rd., Zhubei City, Hsinchu County, Taiwan",San Diego,CA,,US,biopharmguy_cmos,http://www.tanvex.com/,"Allen Chao, PhD",tanvex@tmacmail.com,,,,,,explicit_gmp,extracted,extracted,found_via_fallback_search,extracted
ENT-000070,1,biopharmguy_cmos_standardized.csv,VLP BIOTECH,,b8fdb0ff84db5d06,3030 Bunker Hill Street Suite 205,San Diego,CA,,US,biopharmguy_cmos,http://www.vlpbiotech.com,"David Milich, Ph.D., Director and CEO",dmilich@vlp-biotech.com,,,,,,no_explicit_gmp,extracted,extracted,found_via_fallback_search,extracted
